,Unnamed: 0,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
152,153,0,0,0,1,60,0,0,0,0,-,modulo eurorack doepfer a-110-1 ,javi_randoom,Madrid,09/08/2022,11/09/2022,30/8/2022,190,1273
153,154,0,0,0,1,450,0,0,0,0,-,sintetizador piano korg n1 88 teclas contrapesadas ,jordipares3,Girona,18/09/2021,21/09/2022,30/8/2022,2641,1126
154,155,0,0,1,0,0,0,0,0,0,-,roland fa-06 ,rogaes,Granada,14/11/2021,27/09/2022,30/8/2022,1660,641
155,156,0,0,0,1,600,0,0,0,0,-,yamaha cs-5 ,BuenMambo,Madrid,31/07/2022,28/09/2022,30/8/2022,598,886
156,157,0,0,0,1,1750,0,0,0,0,-,teclado nord wave 2 ,dorremifasol,Barcelona,17/07/2022,29/09/2022,30/8/2022,734,1287
157,158,0,0,0,1,390,0,0,0,0,-,kurzweil k2000r ,lapagana,Alicante,23/04/2022,26/10/2022,30/8/2022,665,821
158,159,0,0,0,1,260,0,0,0,0,-,korg kaossilator pro + ,Tangential,León,11/07/2022,09/09/2022,30/8/2022,189,1031
159,160,0,0,0,1,239,0,0,0,0,-,novation launchpad mkiii + deksaver ,moog1406,Girona,12/04/2021,15/09/2022,30/8/2022,1048,637
160,161,0,1,0,0,0,0,0,0,0,-,behringer di20 en madrid capital ,soldout,Madrid,28/08/2022,27/10/2022,30/8/2022,46,778
161,162,0,0,0,1,200,0,0,0,0,-,nord drum synth ,Synthaddict,Madrid,16/08/2022,26/09/2022,30/8/2022,370,1151
162,163,0,1,0,0,0,0,0,0,0,-,orejas rack korg dsm-1 ,mentemodular,Gipuzkoa,04/05/2020,07/09/2022,30/8/2022,408,1293
163,164,0,0,0,1,400,0,0,0,0,-,erica synths bassline db-01 ,Álvaro,Sevilla,28/07/2022,26/09/2022,30/8/2022,350,741
164,165,0,0,1,0,0,0,0,0,0,-,roland vs 24000 cd + monitor ,elprofesordedanza,Tarragona,29/07/2022,28/09/2022,30/8/2022,366,1816
165,166,0,0,0,1,50,0,0,0,0,-,pack proyecto eurorack ,cvsequencer,Barcelona,02/08/2022,25/09/2022,30/8/2022,392,1188
166,167,0,0,0,1,35,0,0,0,0,-,funda para teclado de 5 octavas ,bioroide,Madrid,01/04/2021,26/09/2022,30/8/2022,990,845
167,168,0,0,0,1,79,0,0,0,0,-,grey audio 3340 ,moog1406,Girona,08/10/2021,08/10/2022,30/8/2022,459,637
168,169,1,0,0,1,550,0,0,0,0,-,acidlab drumatix 606 ,Aponsa,Barcelona,16/08/2022,16/10/2022,30/8/2022,250,610
169,170,0,0,0,1,1190,0,0,0,0,-,roland jx 3p + mode machine dt 200 ,moog1406,Girona,10/05/2022,14/09/2022,30/8/2022,490,637
170,171,0,0,0,1,45,0,0,0,0,-,eurorack case 70hp model d ,Morphido,Madrid,12/12/2020,26/10/2022,30/8/2022,2262,834
171,172,0,0,0,1,400,0,0,0,0,-,vermona drm mkii ,MZ,Burgos,22/10/2021,24/10/2022,30/8/2022,856,167
172,173,0,0,0,1,150,0,0,0,0,-,roland d110 – sintetizador digital + tarjeta pn-d10-01 ,alcachofazul,Madrid,29/07/2022,25/09/2022,30/8/2022,360,1261
173,174,0,1,0,0,0,0,0,0,0,-,landscape stereo field ,Joel,Zaragoza,09/08/2022,07/10/2022,30/8/2022,156,394
174,175,0,1,1,0,0,0,0,0,0,-,modulos mutable instruments ,Sonitec,Valencia,16/08/2022,13/10/2022,30/8/2022,180,725
175,176,0,0,0,1,490,0,0,0,0,-,sintetizador dsi tetra envío incluido ,djoy,Albacete,26/08/2022,25/10/2022,30/8/2022,212,438
176,177,0,0,0,1,185,0,0,0,0,-,yamaha rm50 rhythm sound module ,yosualogan,Cantabria,07/05/2022,26/09/2022,30/8/2022,644,1090
177,178,0,0,0,1,220,0,0,0,0,-,euclidean circles + six switches expansion ,Hypnosia,Lugo,23/08/2022,22/10/2022,30/8/2022,116,843
178,179,0,0,0,1,50,0,0,0,0,-,modulo eurorack doepfer a-142-1 ,javi_randoom,Madrid,09/08/2022,22/09/2022,30/8/2022,1150,1273
179,180,0,0,0,1,225,0,0,0,0,-,tiptop z-dsp + dragonfly delay broken silicon + error codes 1 ,Manuel B,Baleares,13/03/2021,11/10/2022,30/8/2022,1465,708
180,181,0,1,0,0,0,0,0,0,0,-,doepfer a-192-2 ,Wallace,La Rioja,13/03/2021,24/10/2022,30/8/2022,90,697
181,182,0,0,0,1,790,0,0,0,0,-,caja eurorack ,moog1406,Girona,08/04/2022,08/09/2022,30/8/2022,670,637
182,183,0,0,0,1,1000,0,0,0,0,-,novation supernova ii en teclado ,Albin Nox,Granada,23/08/2022,22/10/2022,30/8/2022,231,827
183,184,0,1,0,0,0,0,0,0,0,-,doepfer a-160-2 ,Wallace,La Rioja,08/07/2022,24/09/2022,30/8/2022,180,697
184,185,0,0,0,1,650,0,0,0,0,-,nord rack 1 ,Kaesar,Barcelona,10/05/2022,10/10/2022,30/8/2022,453,599
185,186,0,0,0,1,1450,0,0,0,0,-,novation summit ,Albertomf,Baleares,17/07/2022,25/09/2022,30/8/2022,298,924
186,187,0,0,0,1,300,0,0,1,0,-,waldorf blofeld negro + arturia minibrute para ,dCOP,Barcelona,21/07/2022,19/09/2022,30/8/2022,554,326
187,188,0,0,0,1,130,0,0,0,0,-,akai xe8 midi drum expander ,Samsimo,Madrid,20/03/2021,09/09/2022,30/8/2022,2049,729
188,189,0,0,0,1,465,0,0,0,0,-,roland system 1m ,moog1406,Girona,01/09/2021,27/09/2022,30/8/2022,609,637
189,190,0,0,0,1,200,0,0,0,0,-,twisted electrons acid 8 mkii ,guardabrazo,Madrid,21/07/2022,19/09/2022,30/8/2022,416,1170
190,191,0,0,0,1,399,0,0,0,0,-,pedal de efecto neo ventilator ii ,thecurri,Cádiz,18/07/2022,16/09/2022,30/8/2022,183,870
191,192,0,0,0,1,90,0,0,0,0,-,doepfer a-106-1 xtreme filter ms20 ,instaljomar,Barcelona,08/06/2022,27/09/2022,30/8/2022,269,1188
192,193,0,0,0,1,179,0,0,0,0,-,tarjeta srx02 concert piano de roland ,airbag2004,Toledo,05/03/2022,13/09/2022,30/8/2022,535,812
193,194,0,0,0,1,3249,0,0,0,0,-,buchla 208c easel command ,Storm,Bizkaia,01/07/2022,01/09/2022,30/8/2022,437,533
194,195,0,0,0,1,250,0,0,0,0,-,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,franpa,Alicante,02/07/2022,12/09/2022,30/8/2022,538,632
195,196,0,0,0,1,50,0,0,0,0,-,behringer 2500 1033 envolvente ,FZappy,Barcelona,22/06/2022,26/09/2022,30/8/2022,566,602
196,197,0,0,0,1,300,0,0,0,0,-,roland r-8 2 unidades ,sergiommms,A Coruña,22/06/2022,27/10/2022,30/8/2022,87,1091
197,198,0,0,0,1,75,0,0,0,0,-,"flightcase 19"" thon rack 5u eco ii compact 23 ",Mario,Cantabria,22/07/2022,29/09/2022,30/8/2022,320,504
198,199,0,0,0,1,59,0,0,0,0,-,yamaha vrc 103 sustain group ,moog1406,Girona,28/06/2021,26/09/2022,30/8/2022,310,637
199,200,0,0,0,1,580,0,0,0,0,-,elektron digitakt ,edulo,Badajoz,02/08/2022,03/10/2022,30/8/2022,322,537
200,201,0,1,0,0,0,0,0,0,0,-,doepfer a-103 vcf 6 ,Wallace,La Rioja,16/07/2022,24/09/2022,30/8/2022,154,697
201,202,0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,windbass,Zaragoza,10/07/2021,24/09/2022,30/8/2022,673,859
202,203,0,0,0,1,390,0,0,0,0,-,akai s3000xl + tarjeta eb16 + zip omega + manuales y cableado ,markos335,Tarragona,30/06/2022,27/09/2022,30/8/2022,414,808
203,204,0,0,0,1,600,0,0,0,0,-,yamaha reface dx + cs ,Kevin Teucilide,Barcelona,23/08/2022,20/10/2022,30/8/2022,200,1461
204,205,0,0,0,1,1200,0,0,0,0,-,teclado midi mpe linnstrument 200 teclas ,Ivan,Madrid,07/07/2022,05/09/2022,30/8/2022,310,398
205,206,0,0,0,1,190,0,0,0,0,-,e-mu procussion ,roy242,Valencia,23/08/2022,22/10/2022,30/8/2022,165,498
206,207,0,0,0,1,650,0,0,0,0,-,yamaha an1x ,daniel_es_76,Madrid,27/08/2022,26/10/2022,30/8/2022,148,1136
207,208,0,0,0,1,500,0,0,0,0,-,piano 88 contrapesadas roland hp1800s ,patumbao,Zaragoza,16/11/2020,27/10/2022,30/8/2022,1273,857
208,209,0,0,0,1,975,0,0,0,0,-,yamaha modx6 en excelente estado con extras ,nisakku,Barcelona,23/08/2022,27/09/2022,30/8/2022,221,758
209,210,0,0,0,1,60,0,0,0,0,-,arturia minilab mkii ,Caradusanto,Málaga,25/07/2022,23/09/2022,30/8/2022,248,1141
210,211,0,0,0,1,389,0,0,0,0,-,roland mv30 ,Francisco Rivera,Madrid,24/12/2021,23/09/2022,30/8/2022,1976,1569
211,212,0,0,0,0,0,1,0,0,0,-,ms20 mini keyboard ,Musiqueur,Granada,27/08/2022,26/10/2022,30/8/2022,256,976
212,213,0,0,0,1,975,0,0,0,0,-,teenage enginering + decksaver + funda ,moog1406,Girona,25/05/2022,27/09/2022,30/8/2022,356,637
213,214,0,0,0,1,1050,0,0,0,0,-,kodamo essence fm – sintetizador multitímbrico fm ,alcachofazul,Madrid,12/07/2022,25/09/2022,30/8/2022,528,1261
214,215,0,0,0,1,65,0,0,0,0,-,doepfer a 101 2 lpg vactrol lowpasgate ,Øliveira,Pontevedra,27/08/2022,26/10/2022,30/8/2022,71,964
215,216,0,0,0,1,100,0,0,0,0,-,maschine mk i ,drumax,Valencia,26/04/2020,28/09/2022,30/8/2022,2486,657
216,217,0,0,0,1,4990,0,0,0,0,-,make noise system ,angelmahon,Valencia,16/08/2022,17/10/2022,30/8/2022,352,1050
217,218,0,0,0,1,180,0,0,0,0,-,doboz touch sensing note memory eurorack ,insula,Madrid,29/06/2022,11/09/2022,30/8/2022,288,652
218,219,0,0,0,1,75,0,0,0,0,-,doepfer a189-1 ,moog1406,Girona,10/06/2021,26/09/2022,30/8/2022,456,637
219,220,0,0,0,1,1700,0,0,0,0,-,eminent solina string ensemble mk 1 ,moral97,Baleares,04/07/2021,17/09/2022,30/8/2022,1371,651
220,221,0,0,0,1,170,0,0,0,0,-,korg sd-400 signal delay 1978 ,selimorgan,Valencia,08/05/2022,27/09/2022,30/8/2022,918,1073
221,222,0,0,0,1,205,0,0,0,0,-,befaco crush delay ,moog1406,Girona,04/06/2021,20/09/2022,30/8/2022,400,637
222,223,0,0,0,1,325,0,0,0,0,-,op-z teenage engineering ,Miles,Girona,08/03/2022,26/09/2022,30/8/2022,1320,506
223,224,0,0,0,1,345,0,0,0,0,-,jen sx-2000 synthetone ,Cobe,Madrid,04/07/2022,02/09/2022,30/8/2022,388,377
224,225,0,0,0,1,400,0,0,0,0,-,polyend tracker ,Garz,Lugo,16/08/2022,17/10/2022,30/8/2022,110,404
225,226,0,0,0,1,260,0,0,0,0,-,novation mininova ,Andebol,Pontevedra,17/03/2022,29/10/2022,30/8/2022,994,693
226,227,0,0,0,1,350,0,0,0,0,-,sintetizador roland boutique se-02 ,Jose Armando,Sevilla,20/07/2022,18/09/2022,30/8/2022,512,1139
227,228,0,0,0,1,360,0,0,0,0,-,waldorf blofeld desktop negro + licencia sl ,afro.funk,Barcelona,31/05/2021,28/09/2022,30/8/2022,816,906
228,229,0,0,0,1,350,0,0,0,0,-,piano midi yamaha p-95 ,Teresa Velasco Navarro,Madrid,02/08/2022,04/10/2022,30/8/2022,188,2122
229,230,0,0,1,0,50,0,0,0,0,-,vco eurorack analogico magerit tb ,Pablo M. - Sullibass,Zaragoza,12/04/2022,27/09/2022,30/8/2022,404,1704
230,231,0,0,0,1,120,0,0,0,0,-,alesis v61 + soporte de tijera ,BassDrumsRecords,Madrid,09/08/2022,27/09/2022,30/8/2022,208,1638
231,232,0,0,0,1,3249,0,0,0,0,-,sequential prophet x ,Storm,Bizkaia,18/12/2020,26/09/2022,30/8/2022,3785,533
232,233,0,0,0,1,850,0,0,0,0,-,piano eléctrico de escenario kawai mp-5 + fligth case ,viticli,Madrid,11/07/2022,25/09/2022,30/8/2022,235,756
233,234,0,0,1,0,0,0,0,0,0,-,mpc live2 x one ,vulgatron,Madrid,31/07/2022,08/09/2022,30/8/2022,158,994
234,235,0,0,0,1,150,0,0,0,0,-,befaco vc adsr ,Claude_Chabrol,Barcelona,09/05/2022,25/09/2022,30/8/2022,188,1384
235,236,0,0,0,1,100,0,0,0,0,-,nuevo a estrenar soporte para 2 teclados quicklok sl-8 ,Frank,Barcelona,08/11/2021,19/10/2022,30/8/2022,615,498
236,237,0,1,0,0,0,0,0,0,0,-,behringer vc340 ,indra-tronic,Madrid,24/08/2022,27/09/2022,30/8/2022,146,1226
237,238,0,0,0,1,379,0,0,0,0,-,roland eg 101 ,moog1406,Girona,08/06/2021,08/10/2022,30/8/2022,1008,637
238,239,0,0,0,1,80,0,0,0,0,-,boss flanger bf3 ,Metrolike,Málaga,17/05/2022,04/10/2022,30/8/2022,249,940
239,240,0,0,0,1,1550,0,0,0,0,-,roland v-synth gt 2 0 ,Siete7,Burgos,18/02/2022,27/09/2022,30/8/2022,1463,561
240,241,0,0,0,1,420,0,0,0,0,-,moog minitaur ,Japiax,Córdoba,09/08/2022,09/10/2022,30/8/2022,200,605
241,242,0,0,0,1,375,0,0,0,0,-,casio cz 3000 ,Ra,Huelva,02/07/2022,31/08/2022,30/8/2022,300,179
242,243,0,0,0,1,420,0,0,0,0,-,varios módulos ,perrointel,Barcelona,29/07/2022,24/09/2022,30/8/2022,544,1092
243,244,0,0,0,1,20,0,0,0,0,-,roland mt-32 lista de presets ,Samsimo,Madrid,03/07/2022,25/09/2022,30/8/2022,328,729
244,245,0,0,0,1,1500,0,0,0,0,-,detachment 3 archangel ,Adrià Gil,Barcelona,11/06/2021,28/09/2022,30/8/2022,3350,924
245,246,0,0,0,1,300,0,0,0,0,-,bastl instruments bit ranger ,guardabrazo,Madrid,21/07/2022,19/09/2022,30/8/2022,356,1170
246,247,0,0,0,1,311,0,0,0,0,-,roland tb 03 ,moog1406,Girona,09/05/2022,13/09/2022,30/8/2022,388,637
247,248,0,0,0,1,900,0,0,0,0,-,nord lead 4 rack ,Pai,Madrid,02/08/2022,26/09/2022,30/8/2022,378,282
248,249,0,0,0,1,499,0,0,0,0,-,roland verselab mv-1 + decksaver ,camidelaigua,Girona,18/07/2022,28/09/2022,30/8/2022,430,1238
249,250,0,0,0,1,430,0,0,0,0,-,squarp pyramid mk1 ,gatovertical,Barcelona,17/05/2022,09/09/2022,30/8/2022,447,1285
250,251,0,0,0,1,190,0,0,0,0,-,cme uf7 controlador midi de 76 teclas teclado midi usb teclado electrónico ,instaljomar,Barcelona,23/02/2022,27/09/2022,30/8/2022,1381,1188
251,252,0,0,0,1,180,0,0,0,0,-,"tarjetas voice crystal 1+2 para sq2 sqr+,sq1+ ",gato737,Barcelona,01/08/2022,28/09/2022,30/8/2022,176,588
252,253,0,0,0,1,129,0,0,0,0,-,endorphin es airstreamer ,moog1406,Girona,21/01/2022,23/09/2022,30/8/2022,434,637
253,254,0,0,0,1,80,0,0,0,0,-,korg volca bass ,afro.funk,Barcelona,01/06/2021,28/09/2022,30/8/2022,487,906
254,255,0,0,0,1,320,0,0,0,0,-,yamaha shs - 200 sintetizador keytar ,Sholo Truth,Madrid,30/08/2022,29/10/2022,30/8/2022,44,1084
255,256,0,0,0,1,330,0,0,0,0,-,dynacord percuter s v drum triggers ,Synthaddict,Madrid,20/07/2021,20/09/2022,30/8/2022,808,1151
256,257,0,0,0,1,850,0,0,0,0,-,sintetizador moog granmother ,Stefano,Barcelona,26/08/2022,25/10/2022,30/8/2022,136,720
257,258,0,0,0,1,90,0,0,0,0,-,arturia keystep black edition ,selimorgan,Valencia,16/08/2022,27/09/2022,30/8/2022,246,1073
258,259,0,0,0,1,390,0,0,0,0,-,korg ms20 mini ,Juano,Sevilla,23/08/2022,21/10/2022,30/8/2022,124,509
259,260,0,0,0,1,400,0,0,0,0,-,critter & guitari organelle digital synth ,fine,Pontevedra,23/08/2022,22/10/2022,30/8/2022,114,418
260,261,0,0,0,1,530,0,0,0,0,-,akai mpc one ,roy242,Valencia,16/08/2022,28/09/2022,30/8/2022,272,498
261,262,0,0,0,1,30,0,0,0,0,-,libros de desarrollo de plugins y audio ,Kevin Smith,Alicante,20/02/2022,23/09/2022,30/8/2022,537,1058
262,263,0,0,0,1,545,0,0,0,0,-,roland tr 8s ,moog1406,Girona,17/02/2022,17/10/2022,30/8/2022,910,637
263,264,0,0,0,1,40,0,0,0,0,-,filtro eurorack magerit vcf ,Pablo M. - Sullibass,Zaragoza,25/08/2022,27/09/2022,30/8/2022,74,1704
264,265,0,0,0,1,1300,0,0,0,0,-,sintetizador modular completo a estrenar ,jaqjen,Madrid,19/02/2022,19/09/2022,30/8/2022,1125,633
265,266,0,0,0,1,650,0,0,0,0,-,teclado controlador oberheim mc 3000 ,dreamtopia,Badajoz,23/08/2022,22/10/2022,30/8/2022,190,1062
266,267,0,0,0,1,130,0,0,0,0,-,emu proteus 1 – sintetizador en rack ,alcachofazul,Madrid,29/07/2022,25/09/2022,30/8/2022,354,1261
267,268,0,0,0,1,20,0,0,0,0,-,yamaha psr 3000 - librería para ni kontakt ,Zyon35,Córdoba,01/06/2022,18/09/2022,30/8/2022,199,536
268,269,0,0,0,1,320,0,0,0,0,-,roland jp-8000 ,DJ KARBO,Baleares,24/08/2022,23/10/2022,30/8/2022,410,541
269,270,0,0,0,1,69,0,0,0,0,-,tip top mix z ,moog1406,Girona,21/06/2021,08/10/2022,30/8/2022,401,637
270,271,0,0,0,1,25,0,0,0,0,-,akai cd-rom sound library mpc2000xl vol 1 ,paugui,Sevilla,22/09/2021,12/09/2022,30/8/2022,338,651
271,272,0,0,0,1,650,0,0,0,0,-,mutable instruments ambika ,Dmode,Barcelona,23/08/2022,20/10/2022,30/8/2022,178,489
272,273,0,0,0,1,195,0,0,0,0,-,endorphin es godspeed + ,sonicstage,Girona,23/08/2022,27/09/2022,30/8/2022,94,1072
273,274,0,0,0,1,79,0,0,0,0,-,doepfer a-160 -5v clock multiplier ,moog1406,Girona,10/05/2022,13/09/2022,30/8/2022,329,637
274,275,0,0,0,1,1,0,0,0,0,-,sistema modular euroack wmd mutable instruments make noise erica synth ,Imox,Sevilla,16/08/2022,27/09/2022,30/8/2022,557,413
275,276,0,0,0,1,350,0,0,0,0,-,teclado korg ds-8 1986 ,Kevin,Murcia,21/02/2022,09/09/2022,30/8/2022,808,509
276,277,0,0,0,1,200,0,0,0,0,-,instruo ts-l ,Al,Barcelona,20/07/2022,18/09/2022,30/8/2022,188,173
277,278,0,0,0,1,115,0,0,0,0,-,transient modules 8s sequencer ,moog1406,Girona,21/12/2021,04/09/2022,30/8/2022,371,637
278,279,0,0,0,1,179,0,0,0,0,-,korg kossilator pro ,moog1406,Girona,20/05/2022,23/09/2022,30/8/2022,399,637
279,280,0,0,0,1,150,0,0,0,0,-,yamaha rm50 versión rack de ry30 ,CHOSKY_17,Valladolid,16/07/2022,14/09/2022,30/8/2022,344,664
280,281,0,0,0,1,145,0,0,0,0,-,frequency central bartos flur ii ,moog1406,Girona,27/01/2022,08/10/2022,30/8/2022,384,637
281,282,0,0,0,1,800,0,0,0,0,-,yamaha sy99 ,chinog,Madrid,16/08/2022,18/10/2022,30/8/2022,190,632
282,283,0,0,0,1,480,0,0,0,0,-,piano digital yamaha p140 en sevilla ,Bachh,Sevilla,27/07/2022,25/09/2022,30/8/2022,232,470
283,284,0,1,0,0,0,0,0,0,0,-,roland xp50 averiado ,chinog,Madrid,16/08/2022,13/10/2022,30/8/2022,130,632
284,285,0,0,0,1,10,0,0,0,0,-,funda cubrepolvo a la medida para korg monopoly ,grizzvolga,Madrid,17/07/2022,26/09/2022,30/8/2022,302,1103
285,286,0,0,0,1,380,0,0,0,0,-,dreadbox hypnosis ,Dmode,Barcelona,12/02/2022,20/09/2022,30/8/2022,847,489
286,287,0,0,0,1,350,0,0,0,0,-,intellijel shapeshifter ,liradigital MRF,Madrid,12/07/2022,21/09/2022,30/8/2022,340,1419
287,288,0,0,0,1,1750,0,0,0,0,-,amplificador type leslie 142 145 ,windbass,Zaragoza,14/05/2021,21/09/2022,30/8/2022,1450,859
288,289,0,1,0,0,0,0,0,0,0,-,yamaha psr-sx 600 ,guingo,Albacete,16/08/2022,25/09/2022,30/8/2022,154,649
289,290,0,0,0,1,600,0,0,0,0,-,"yamaha moxf 6, ",morcillero,Barcelona,16/07/2022,14/09/2022,30/8/2022,378,1080
290,291,0,0,0,1,899,0,0,0,0,-,elektron analog keys nuevo ,Albornozz,Madrid,13/03/2022,15/09/2022,30/8/2022,1466,961
291,292,0,0,0,1,700,0,0,0,0,-,kawai ca 91 ,VivianGirl,Barcelona,27/03/2022,23/10/2022,30/8/2022,308,1019
292,293,0,0,0,1,650,0,0,0,0,-,roland alpha juno 1 ,finaldesousa,Barcelona,16/08/2022,16/10/2022,30/8/2022,233,1278
293,294,0,0,0,1,49,0,0,0,0,-,korg t3 lcd ,FranZiskAner,Barcelona,28/08/2022,27/10/2022,30/8/2022,28,1198
294,295,0,0,0,1,70,0,0,0,0,-,m-audio oxygen pro mini ,RCZ,Sevilla,28/08/2022,27/10/2022,30/8/2022,76,239
295,296,0,0,0,1,490,0,0,0,0,-,nerdseq y midi expander ,mikel,Barcelona,10/07/2022,08/09/2022,30/8/2022,262,530
296,297,0,0,0,1,50,0,0,0,0,-,lemi midi mixer ,moog1406,Girona,08/06/2022,08/10/2022,30/8/2022,384,637
297,298,0,0,0,1,90,0,0,0,0,-,sound labs raagini digital electronic tanpura ,fartman,Barcelona,02/03/2022,31/08/2022,30/8/2022,992,745
298,299,0,0,0,1,2950,0,0,0,0,-,dreadbox white line system ,angelmahon,Valencia,16/08/2022,17/10/2022,30/8/2022,272,1050
299,300,0,0,0,1,100,0,0,0,0,-,varios módulos eurorack ,afx10101,Madrid,09/06/2022,09/10/2022,30/8/2022,1150,562
300,301,0,0,0,1,550,0,0,0,0,-,roland gw8l ,Analogik,Madrid,03/11/2021,06/10/2022,30/8/2022,660,806
301,302,0,0,0,1,80,0,0,0,0,-,eurorack doepfer wasp filter black and yellow ,siropene,Madrid,23/08/2022,28/09/2022,30/8/2022,92,869
302,303,0,0,0,1,399,0,0,0,0,-,sintetizador analogico ,jmgg,Tarragona,21/04/2022,27/09/2022,30/8/2022,1901,421
