,Unnamed: 0,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,user_anon
303,304,0,0,0,1,110,0,0,0,0,-,sintes y mucho más ,clavinord,Madrid,24/08/2022,26/09/2022,30/8/2022,637,962
304,305,0,0,0,1,300,0,0,0,0,-,shuttle control ,Carlos,Barcelona,16/08/2022,28/09/2022,30/8/2022,160,612
305,306,0,0,0,1,2500,0,0,0,0,-,cirklon v1 0 ,ak-47,Barcelona,07/07/2022,05/09/2022,30/8/2022,449,356
306,307,0,0,0,1,2500,0,0,0,0,-,make noise system v1 ,angelmahon,Valencia,29/08/2022,28/10/2022,30/8/2022,135,1050
307,308,0,0,0,1,70,0,0,0,0,-,teclado maestro behringer umx490 ,Blackbird Studios Bcn,Barcelona,12/06/2022,29/09/2022,30/8/2022,256,1980
308,309,0,0,0,1,95,0,0,0,0,-,tiptop audio hats808 ,sonicstage,Girona,23/08/2022,27/09/2022,30/8/2022,60,1072
309,310,1,0,0,1,160,0,0,0,0,-,befaco midi thing ,Claude_Chabrol,Barcelona,01/08/2022,16/09/2022,30/8/2022,175,1384
310,311,0,0,0,1,195,0,0,0,0,-,kurzweil micropiano ,Syntetic,Alicante,30/08/2022,28/10/2022,30/8/2022,64,851
311,312,0,0,0,1,38,0,0,0,0,-,bolsa blanda para sintetizador yamaha mx49 o similar ,JavierB,Alicante,23/08/2022,22/10/2022,30/8/2022,92,675
312,313,0,0,0,1,450,0,0,0,0,-,órgano sintetizador rhodes vk-1000 ,jordipares3,Girona,19/02/2021,21/09/2022,30/8/2022,2966,1126
313,314,0,0,0,1,60,0,0,0,0,-,órgano hammond the sounder rebajado! ,sirgo,Cantabria,28/07/2022,26/09/2022,30/8/2022,516,548
314,315,0,1,0,0,0,0,0,0,0,-,kurzweil pc4 ,femagon,Ciudad Real,28/07/2022,28/10/2022,30/8/2022,48,733
315,316,0,0,0,1,519,0,0,0,0,-,winter modular eloquencer ,moog1406,Girona,23/11/2021,08/10/2022,30/8/2022,624,637
316,317,0,0,0,1,100,0,0,0,0,-,zip scsi iomega ,Javier gutierrez,Málaga,24/08/2022,23/10/2022,30/8/2022,126,1634
317,318,0,0,0,1,160,0,0,0,0,-,temps utile ,Aiko N.,Valencia,01/07/2022,05/09/2022,30/8/2022,482,544
318,319,0,0,0,1,825,0,0,0,0,-,roland vr700 v-combo ,amenstudios,Sevilla,12/04/2017,20/09/2022,30/8/2022,6445,1196
319,320,0,0,0,1,750,0,0,0,0,-,kawai vpc1 en perfecto estado ,Bachh,Granada,23/07/2022,21/09/2022,30/8/2022,391,470
320,321,0,0,0,1,650,0,0,0,0,-,sintetizador ver­mona drm1 mk3 trigger ,Mario,Cantabria,22/07/2022,27/09/2022,30/8/2022,194,504
321,322,0,0,0,1,135,0,0,0,0,-,bastl instruments micro granny 2 0 ,guardabrazo,Madrid,21/07/2022,19/09/2022,30/8/2022,491,1170
322,323,0,0,0,1,200,0,0,0,0,-,monome 40h ,alfred,Madrid,14/07/2021,28/10/2022,30/8/2022,583,622
323,324,0,0,0,1,1290,0,0,0,0,-,korg sq10 secuenciador ,moog1406,Girona,10/06/2022,04/09/2022,30/8/2022,565,637
324,325,0,0,0,1,399,0,0,0,0,-,"sinte korg ms-20 mini "" nuevo"" ",Dani,Alicante,09/08/2022,27/09/2022,30/8/2022,298,380
325,326,0,0,0,1,40,0,0,0,0,-,doepfer switched multiple a-182-1 ,Pablo M. - Sullibass,Zaragoza,25/08/2022,27/09/2022,30/8/2022,78,1704
326,327,0,0,0,1,450,0,0,0,0,-,módulos befaco sinte modular ,Pablo Thonon,Madrid,30/08/2021,11/10/2022,30/8/2022,2242,1156
327,328,0,0,0,1,300,0,0,0,0,-,tessseract tukra ,FZappy,Barcelona,02/08/2022,28/09/2022,30/8/2022,172,602
328,329,0,0,0,1,550,0,0,0,0,-,elektron digitone ,Hispalaka,S.C. de Tenerife,02/08/2022,25/10/2022,30/8/2022,82,910
329,330,0,0,0,1,1690,0,0,0,0,-,piano digital kurzweil x-pro up 88 teclas ,airbag2004,Madrid,23/07/2021,29/09/2022,30/8/2022,1252,812
330,331,0,0,0,1,150,0,0,0,0,-,box11 cabinet mas laterales ,FZappy,Barcelona,22/05/2022,26/09/2022,30/8/2022,416,602
331,332,0,0,0,1,60,0,0,0,0,-,behringer 121 dual vcf ,Wallace,La Rioja,23/06/2022,24/10/2022,30/8/2022,272,697
332,333,0,0,0,1,1400,0,0,0,0,-,kurzweil forte 88 teclas ,frascuelillo,Córdoba,08/01/2022,14/10/2022,30/8/2022,644,1285
333,334,0,0,0,1,180,0,0,0,0,-,ableton push - primera versión ,renderga,A Coruña,27/07/2022,25/09/2022,30/8/2022,265,840
334,335,0,0,0,1,240,0,0,0,0,-,studiologic numa compact 2 impecable sin uso ,Armando Ferrer,Madrid,24/08/2022,23/10/2022,30/8/2022,224,1352
335,336,0,0,0,1,100,0,0,0,0,-,teclado controlador midi cme xkey 25 silver + cme supernova para el transporte ,Barpe,Las Palmas,23/04/2021,28/10/2022,30/8/2022,858,490
336,337,0,0,0,1,199,0,0,0,0,-,antimatter audio crossfold ,Storm,Bizkaia,07/10/2021,22/09/2022,30/8/2022,519,533
337,338,0,0,0,1,195,0,0,0,0,-,twisted electrons cells ,moog1406,Girona,16/06/2021,25/09/2022,30/8/2022,364,637
338,339,0,0,0,1,1600,0,0,0,0,-,clavia nord electro 6d 73 ,Jacob,Madrid,09/08/2022,27/09/2022,30/8/2022,414,479
339,340,0,0,0,1,315,0,0,0,0,-,e-mu orbit v2 9090 ,Cobe,Madrid,04/07/2022,02/09/2022,30/8/2022,298,377
340,341,0,0,0,1,950,0,0,0,0,-,yamaha motif xs 6 ,jasynth,Madrid,16/12/2019,28/09/2022,30/8/2022,4705,769
341,342,0,0,0,1,265,0,0,0,0,-,teclado korg x3 ,Javi,Girona,03/04/2022,25/09/2022,30/8/2022,898,394
342,343,0,0,0,1,600,0,0,0,0,-,leslie 322 ,Ocean Clusters,Alicante,28/05/2022,21/09/2022,30/8/2022,728,1371
343,344,0,0,0,1,300,0,0,0,0,-,roland rs-5 ,Julio Prada,Madrid,23/08/2022,21/10/2022,30/8/2022,147,1035
344,345,0,0,0,1,2650,0,0,0,0,-,sequential prophet x ,raul,Cádiz,29/07/2022,28/09/2022,30/8/2022,486,436
345,346,0,0,0,1,390,0,0,0,0,-,roland kc 200 ,moog1406,Girona,22/04/2022,30/08/2022,30/8/2022,384,637
346,347,0,0,0,1,220,0,0,0,0,-,akai mpk61 ,Marc,Barcelona,04/07/2022,02/09/2022,30/8/2022,299,387
347,348,0,0,0,1,240,0,0,0,0,-,waldorf streichfett ,Hogart,Barcelona,16/08/2022,26/09/2022,30/8/2022,198,613
348,349,0,0,0,1,139,0,0,0,0,-,endorphin milky way ,moog1406,Girona,05/03/2021,20/09/2022,30/8/2022,591,637
349,350,0,0,0,1,53,0,0,0,0,-,doepfer a 116 vc waveform processor ,moog1406,Girona,31/03/2022,08/10/2022,30/8/2022,314,637
350,351,0,0,0,1,350,0,0,0,0,-,behringer odyssey envío incluido ,moogi,Cádiz,25/08/2022,28/09/2022,30/8/2022,303,539
351,352,0,0,0,1,300,0,0,0,0,-,kurzweill k2500 teclado ,drtikov,Baleares,28/08/2022,27/10/2022,30/8/2022,90,771
352,353,0,0,0,1,144,0,0,0,0,-,endorphin es total recall ,moog1406,Girona,20/01/2022,08/10/2022,30/8/2022,419,637
353,354,0,0,0,1,135,0,0,0,0,-,novation launchkey 37 mk3 ,Miguel Espinosa,Madrid,30/07/2022,28/09/2022,30/8/2022,224,1477
354,355,0,0,0,1,20,0,0,0,0,-,extras kurzweil k2000 ,herrhafen,Zaragoza,06/04/2022,15/09/2022,30/8/2022,1424,947
355,356,0,0,0,1,300,0,0,0,0,-,waldorf blofeld black edition ,Kevin Teucilide,Barcelona,10/02/2022,14/10/2022,30/8/2022,492,1461
356,357,0,0,0,1,110,0,0,0,0,-,teclado yamaha psr-e263 ,Juda$,Barcelona,03/10/2021,17/09/2022,30/8/2022,748,424
357,358,0,1,0,0,0,0,0,0,0,-,laterales de aluminio para roland system-8 ,mentemodular,Gipuzkoa,09/07/2022,07/09/2022,30/8/2022,178,1293
358,359,0,0,0,1,350,0,0,0,0,-,yamaha tx7 ,Syntetic,Alicante,30/08/2022,28/10/2022,30/8/2022,66,851
359,360,0,0,0,1,95,0,0,0,0,-,maleta flight-case - estuche para teclado ,Javi,Girona,02/08/2022,25/09/2022,30/8/2022,152,394
360,361,0,0,0,1,90,0,0,0,0,-,roland sc-33 ,Samsimo,Madrid,15/05/2022,25/09/2022,30/8/2022,587,729
361,362,0,0,0,1,4500,0,0,0,0,-,alesis andromeda a6 ,moog1406,Girona,13/07/2021,27/09/2022,30/8/2022,958,637
362,363,0,0,0,1,200,0,0,0,0,-,novation bass station rack ,alkalabp,Valencia,30/09/2021,22/09/2022,30/8/2022,1676,824
363,364,0,0,0,1,300,0,0,0,0,-,e-mu proteus 2000 ,alfer_1,Málaga,16/08/2022,18/10/2022,30/8/2022,252,666
364,365,0,0,0,1,1750,0,0,0,0,-,yamaha motif xf8 ,cursosdemusica,Madrid,30/07/2022,21/09/2022,30/8/2022,364,1514
365,366,0,0,0,1,149,0,0,0,0,-,error box adm03 ,moog1406,Girona,09/06/2021,04/09/2022,30/8/2022,421,637
366,367,0,0,1,0,0,0,0,0,0,-,ginkosynthese samplerslicer ,gorum,Tarragona,12/03/2022,28/09/2022,30/8/2022,496,554
367,368,0,0,0,1,55,0,0,0,0,-,casio vl-tone vl-1 ,eTorr,León,01/04/2021,17/09/2022,30/8/2022,1074,524
368,369,0,0,0,1,5300,0,0,0,0,-,hammond c3 1961 chop down portable ,windbass,Zaragoza,28/12/2018,10/09/2022,30/8/2022,4544,859
369,370,0,0,0,1,25,0,0,0,0,-,analog xperience para yamaha modx y montage ,bicho,Madrid,21/09/2019,10/09/2022,30/8/2022,2106,517
370,371,0,0,0,1,285,0,0,0,0,-,korg minilogue ,o_ak,Albacete,07/02/2022,03/10/2022,30/8/2022,1764,410
371,372,0,0,0,1,1050,0,0,0,0,-,virus ti 2 desktop ,dorremifasol,Barcelona,26/08/2022,29/09/2022,30/8/2022,198,1287
372,373,0,0,0,1,110,0,0,0,0,-,casio vl-5 vl1 poly con lector y funda ,ms10,Zaragoza,26/02/2022,29/09/2022,30/8/2022,1029,321
373,374,0,0,0,1,950,0,0,0,0,-,"korg ms-20 fs en negro versión montada, no la versión kit ",Ivan,Madrid,26/01/2022,17/10/2022,30/8/2022,446,398
374,375,0,0,0,1,1950,0,0,0,0,-,roland echo re501 ,angelmahon,Valencia,30/08/2022,29/10/2022,30/8/2022,94,1050
375,376,0,0,0,1,200,0,0,0,0,-,make noise wogglebug ,FZappy,Barcelona,16/08/2022,28/09/2022,30/8/2022,118,602
376,377,0,0,0,1,1200,0,0,0,0,-,teclado ketron audya 5 ,Juantxu,Bizkaia,23/08/2022,21/10/2022,30/8/2022,120,751
377,378,0,0,0,1,600,0,0,0,0,-,sintetizador nord lead virtual analógico ,Chari Martin,Tarragona,17/07/2022,13/09/2022,30/8/2022,467,1138
378,379,0,0,0,1,200,0,0,0,0,-,korg 01 wfd ,chinog,Madrid,16/08/2022,13/10/2022,30/8/2022,308,632
379,380,0,0,0,1,400,0,0,0,0,-,moog mother 32 ,edulo,Badajoz,01/05/2022,16/09/2022,30/8/2022,749,537
380,381,0,0,0,1,1260,0,0,0,0,-,korg polysix con midi ,Joanic,Baleares,16/08/2022,13/10/2022,30/8/2022,210,596
381,382,0,0,0,1,180,0,0,1,0,-,waldorf blofeld para ,Kascales,Albacete,05/07/2022,03/09/2022,30/8/2022,580,807
382,383,0,0,0,1,275,0,0,0,0,-,mochika x2 atomosynth ,dmfront,Sevilla,31/07/2022,19/09/2022,30/8/2022,382,762
383,384,0,0,0,1,360,0,0,0,0,-,modulos eurorack behringer ,joan cerezo,Barcelona,23/08/2022,28/09/2022,30/8/2022,242,1104
384,385,0,0,0,1,700,0,0,0,0,-,access matrix programmer ,cvsequencer,Barcelona,02/08/2022,28/09/2022,30/8/2022,387,1188
385,386,0,0,0,1,450,0,0,0,0,-,korg arp odyssey módulo rev 3 ,Replicante,Barcelona,02/07/2022,27/09/2022,30/8/2022,708,1031
386,387,0,0,0,1,3500,0,0,0,0,-,kawai sx240 ,Jack Jackjack,Barcelona,09/08/2022,10/10/2022,30/8/2022,252,1195
387,388,0,0,0,1,260,0,0,0,0,-,dreadbox hades ,tomiwilli,Madrid,17/01/2022,15/09/2022,30/8/2022,1248,986
388,389,0,0,0,1,300,0,0,0,0,-,korg microkorg xl ,pattyco,Valencia,09/08/2022,10/10/2022,30/8/2022,196,772
389,390,0,0,0,1,35,0,0,0,0,-,tascam 246 pinch roller ,NastyMemoryMan,Madrid,20/01/2020,06/09/2022,30/8/2022,921,1444
390,391,0,0,0,1,450,0,0,0,0,-,sintetizador yamaha sy22 ,conserice,Madrid,16/06/2022,27/10/2022,30/8/2022,282,955
391,392,0,0,0,1,200,0,0,0,0,-,"delptronics trigger man, ldb 2e, ldb 2x ",liradigital MRF,Madrid,13/07/2022,21/09/2022,30/8/2022,313,1419
392,393,0,1,0,0,0,0,0,0,0,-,e-mu orbit 3 ,CreativeStudio,Madrid,25/07/2022,14/09/2022,30/8/2022,206,1451
393,394,0,0,0,1,105,0,0,0,0,-,korg volca drum ,Ruido genérico,Baleares,05/07/2022,27/09/2022,30/8/2022,411,1523
394,395,0,0,0,1,500,0,0,0,0,-,moog vx-352 ,Chema Payero,Madrid,11/07/2021,01/09/2022,30/8/2022,1238,1134
395,396,0,0,0,1,40,0,0,0,0,-,cartucho rom yamaha dx7s ,int3rc0m,Madrid,27/02/2022,26/09/2022,30/8/2022,405,752
396,397,0,0,0,1,200,0,0,0,0,-,"acordeon stela 34 teclas-60 bajos, ",patumbao,Zaragoza,16/11/2020,27/10/2022,30/8/2022,639,857
397,398,0,0,0,1,329,0,0,0,0,-,modcan triple oscilator ,moog1406,Girona,11/06/2021,08/10/2022,30/8/2022,421,637
398,399,0,0,0,1,800,0,0,0,0,-,analogue solutions leipzig-s ,roy242,Valencia,23/08/2022,24/09/2022,30/8/2022,194,498
399,400,0,1,0,0,0,0,0,0,0,-,op-lab ,Musiqueur,Granada,04/07/2022,02/09/2022,30/8/2022,180,976
400,401,0,0,0,1,90,0,0,0,0,-,m audio keystation 61 mk3 ,zaboonpro,Barcelona,14/07/2022,18/09/2022,30/8/2022,324,986
401,402,0,0,0,1,485,0,0,0,0,-,roland d550 ,Syntetic,Alicante,30/08/2022,28/10/2022,30/8/2022,108,851
402,403,0,0,0,1,500,0,0,0,0,-,korg m3-m xpanded ,medivian,Murcia,17/12/2021,13/09/2022,30/8/2022,2092,845
403,404,0,0,0,1,59,0,0,0,0,-,yamaha vrc 102 wind instrument group ,moog1406,Girona,29/06/2021,26/09/2022,30/8/2022,294,637
404,405,0,0,0,1,100,0,0,0,0,-,secuenciador analógico befaco slicer v3 ,indienella,Asturias,22/02/2022,14/09/2022,30/8/2022,531,1045
405,406,0,0,0,1,190,0,0,0,0,-,mutable instruments plaits ,Carlos,Barcelona,16/08/2022,28/09/2022,30/8/2022,148,612
406,407,0,0,0,1,120,0,0,0,0,-,módulo de sonidos pianobox usb de miditech ,franpa,Alicante,11/05/2022,12/09/2022,30/8/2022,576,632
407,408,0,0,0,1,219,0,0,0,0,-,vermona qmi eurorack como nuevo ,Markkius,Madrid,08/07/2022,19/09/2022,30/8/2022,282,839
408,409,0,0,0,1,20,0,0,0,0,-,roland jx-3p - librería para ni kontakt y reason ,Zyon35,Córdoba,01/06/2022,18/09/2022,30/8/2022,173,536
409,410,0,0,0,1,1800,0,0,0,0,-,roland jd-800 impecable ,landstrung,Barcelona,18/02/2021,20/09/2022,30/8/2022,4313,1090
410,411,0,0,0,1,260,0,0,0,0,-,arturia microfreak ,Dance_work,Madrid,30/08/2022,28/10/2022,30/8/2022,76,1021
411,412,0,0,0,1,80,0,0,0,0,-,yamaha dx7 breath controler bc1 ,Synthaddict,Madrid,16/08/2022,26/09/2022,30/8/2022,285,1151
412,413,0,0,0,1,220,0,0,0,0,-,erica synths black output v2 ,Marco Luque,Madrid,07/06/2022,29/09/2022,30/8/2022,256,1054
413,414,0,1,0,0,0,0,0,0,0,-,arturia minibrute 2s ,ramoninchispas,Asturias,23/08/2022,25/09/2022,30/8/2022,76,1503
414,415,0,0,0,1,590,0,0,0,0,-,"frap tools usta, secuenciador eurorack ",rocket,Madrid,26/08/2022,28/09/2022,30/8/2022,120,648
415,416,0,1,1,0,0,0,0,0,0,-,"busco,compro o roland mc 505 groovebox para despiece ",nekhorek,Sevilla,13/04/2021,25/10/2022,30/8/2022,675,855
416,417,0,0,0,1,3750,0,0,0,0,-,roland superjupiter mks 80 + programmer mpg 80 en perfecto estado ,funfanatic,Barcelona,05/07/2022,03/09/2022,30/8/2022,572,1055
417,418,0,0,0,1,2250,0,0,0,0,-,roland juno 106 seminuevo ,angelmahon,Valencia,30/08/2022,29/10/2022,30/8/2022,120,1050
418,419,0,0,0,1,1450,0,0,0,0,-,roland fantom 07 ,sal,Girona,07/07/2022,05/09/2022,30/8/2022,800,320
419,420,0,0,0,1,345,0,0,0,0,-,nord micro modular ,tyrel,Madrid,23/03/2021,27/10/2022,30/8/2022,890,560
420,421,0,0,0,1,189,0,0,0,0,-,flight case gator ,moog1406,Girona,05/04/2022,08/10/2022,30/8/2022,458,637
421,422,0,0,0,1,1500,0,0,0,0,-,hammond xk3c ,musicmano,Barcelona,17/01/2022,22/09/2022,30/8/2022,1561,972
422,423,0,0,0,1,400,0,0,0,0,-,korg 01w fd ,SINTEXIA,Córdoba,19/07/2022,17/09/2022,30/8/2022,284,613
423,424,0,0,0,1,1430,0,0,0,0,-,arturia matrix brute ,EstebanFM,Granada,27/02/2022,27/09/2022,30/8/2022,918,853
424,425,0,0,0,1,200,0,0,0,0,-,befaco hex mix vca ,Victor R,La Rioja,27/02/2022,18/10/2022,30/8/2022,80,745
425,426,0,1,0,0,0,0,0,0,0,-,"arturia minilab mk2 edición limitada ""deep black"" ",Maniac Broil,Barcelona,16/08/2022,18/10/2022,30/8/2022,86,1121
426,427,0,0,0,1,500,0,0,0,0,-,sintetizador yamaha mo6 ,Edaurdo,Madrid,28/06/2021,29/09/2022,30/8/2022,582,708
427,428,0,0,0,1,104,0,0,0,0,-,doepfer a 110 1 vco ,moog1406,Girona,22/02/2022,25/09/2022,30/8/2022,411,637
428,429,0,0,0,1,200,0,0,0,0,-,rebajado - mutable instruments clouds original ,Pablo,Madrid,04/05/2022,29/09/2022,30/8/2022,1293,494
429,430,0,0,0,1,125,0,0,0,0,-,korg p3 piano module ,Samsimo,Madrid,20/03/2021,16/09/2022,30/8/2022,2086,729
430,431,0,0,0,1,800,0,0,0,0,-,moog slim phatty ,anthuantheriver,Ávila,23/08/2022,26/09/2022,30/8/2022,182,1624
431,432,0,0,0,1,220,0,0,0,0,-,befaco muxlicer + mex modulos ,Sergi,Alicante,19/07/2022,18/09/2022,30/8/2022,248,506
432,433,0,0,0,1,550,0,0,0,0,-,se vende king korg ,exquisito,Granada,26/07/2022,30/08/2022,30/8/2022,434,1003
433,434,0,0,0,1,1469,0,0,0,0,-,arturia matrixbrute ,moog1406,Girona,10/03/2022,23/09/2022,30/8/2022,596,637
434,435,0,1,0,0,0,0,0,0,0,-,korg lambda ,Súper-Bebé,Granada,09/08/2022,27/09/2022,30/8/2022,138,1203
435,436,0,0,1,0,0,0,0,0,0,-,korg microkorg ,rogaes,Granada,25/05/2022,27/09/2022,30/8/2022,520,641
436,437,0,0,0,1,1679,0,0,0,0,-,waldorf m sintetizador wavetable ,Storm,Bizkaia,24/12/2021,28/09/2022,30/8/2022,1434,533
437,438,0,0,0,1,700,0,0,0,0,-,korg karma full expanded ,bluewave,Barcelona,10/05/2022,17/09/2022,30/8/2022,748,859
438,439,0,0,1,0,500,0,0,0,0,-,yamaha dx7s ,impact,Barcelona,14/07/2022,12/09/2022,30/8/2022,480,638
439,440,0,0,0,1,225,0,0,0,0,-,akai advance 49 ,KikeAOR,Alicante,22/05/2021,27/09/2022,30/8/2022,1714,614
440,441,0,0,0,1,1150,0,0,0,0,-,piano de escenario - teclado master dexibell vivo s7 pro ,gutig,La Rioja,22/05/2021,26/09/2022,30/8/2022,394,544
441,442,0,0,0,1,1,0,0,0,0,-,novation 25 sl mk2 custom moog ,pattyco,Valencia,09/08/2022,10/10/2022,30/8/2022,344,772
442,443,0,0,0,1,50,0,0,0,0,-,funda yamaha mox6 ,KFK101,Valladolid,23/08/2022,22/10/2022,30/8/2022,100,366
443,444,0,0,0,1,800,0,0,0,0,-,ni maschine plus + expansiones + decksaver ,cvsequencer,Barcelona,09/08/2022,28/09/2022,30/8/2022,342,1188
444,445,0,0,0,1,110,0,0,0,0,-,"step fader is a dual sequencer, here is a cv basic offset ",instaljomar,Barcelona,05/07/2022,27/09/2022,30/8/2022,681,1188
445,446,0,0,0,1,12,0,0,0,0,-,"yamaha cp70 pianos para yamaha motif xf, moxf, montage y modx ",bicho,Madrid,13/08/2018,10/09/2022,30/8/2022,3382,517
446,447,0,0,0,1,500,0,0,0,0,-,motif-rack xs ,zorruno,Granada,27/08/2022,26/10/2022,30/8/2022,177,799
447,448,0,0,0,1,300,0,0,0,0,-,dreadbox nyx ,Dani de Ourense,Lugo,24/05/2022,05/09/2022,30/8/2022,719,1382
448,449,0,1,0,0,0,0,0,0,0,-,sensel morph ,Sergi,Alicante,27/07/2022,25/09/2022,30/8/2022,150,506
449,450,0,0,0,1,40,0,0,0,0,-,faltar studio 880 sl ,tripiano,Bizkaia,09/08/2022,10/10/2022,30/8/2022,288,870
450,451,0,0,0,1,699,0,0,0,0,-,sintetizador monofónico korg ms-10 de los 70`s ,mayortom,Madrid,02/01/2022,04/09/2022,30/8/2022,1778,888
451,452,0,0,0,1,120,0,0,0,0,-,electrofaustus blackfly + mooer reecho ,mesmer_son,Barcelona,21/07/2022,19/09/2022,30/8/2022,322,1080
452,453,0,0,0,1,550,0,0,0,0,-,korg karma ,bulichan,Alicante,09/06/2021,27/09/2022,30/8/2022,3103,838
453,454,0,1,0,0,0,0,0,0,0,-,moog moogerfooger control processor cp-251 ,marc-caster,Valencia,15/05/2022,28/09/2022,30/8/2022,164,1106
454,455,0,0,0,1,90,0,0,0,0,-,korg volca keys ,fartman,Barcelona,02/03/2022,31/08/2022,30/8/2022,1102,745
455,456,0,1,0,0,0,0,0,0,0,-,kurzweil k2600 76 teclas ,japovaz,Ourense,29/06/2022,09/09/2022,30/8/2022,378,763
456,457,0,0,0,1,150,0,0,0,0,-,proyecto eurorack inacabado 6u 84hp ,SaZZ,Toledo,19/07/2022,17/09/2022,30/8/2022,334,360
