,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen,user_anon
160,0,0,1,0,0,0,0,0,0,roland,roland fa-06 ,Granada,14/11/2021,27/09/2022,1/9/2022,1678,641
161,0,0,0,1,600,0,0,0,0,yamaha,yamaha cs-5 ,Madrid,31/07/2022,28/09/2022,1/9/2022,624,886
162,0,0,0,1,1750,0,0,0,0,nord wave ,teclado 2 ,Barcelona,17/07/2022,29/09/2022,1/9/2022,780,1287
163,0,0,0,1,390,0,0,0,0,kurzweil,kurzweil k2000r ,Alicante,23/04/2022,26/10/2022,1/9/2022,679,821
164,0,0,0,1,260,0,0,0,0,korg,korg kaossilator pro + ,León,11/07/2022,09/09/2022,1/9/2022,195,1031
165,0,0,0,1,239,0,0,0,0,novation,novation launchpad mkiii + deksaver ,Girona,12/04/2021,15/09/2022,1/9/2022,1056,637
166,0,1,0,0,0,0,0,0,0,behringer,behringer di20 en madrid capital ,Madrid,4 días,01/10/2022,1/9/2022,64,778
167,0,0,0,1,120,0,0,0,0,soundforce,dual filter - soundforce ,Málaga,2 días,29/10/2022,1/9/2022,80,560
168,0,0,0,1,575,0,0,0,0,roland,roland d 550 ,Girona,09/11/2021,30/10/2022,1/9/2022,1029,637
169,0,0,0,1,190,0,0,0,0,-,nord drum synth ,Madrid,2 semanas,26/09/2022,1/9/2022,426,1151
170,0,0,0,1,400,0,0,0,0,erica synths ,bassline db-01 ,Sevilla,28/07/2022,26/09/2022,1/9/2022,364,741
171,0,0,1,0,0,0,0,0,0,roland,roland vs 24000 cd + monitor ,Tarragona,29/07/2022,28/09/2022,1/9/2022,388,1816
172,0,0,0,1,50,0,0,0,0,eurorack,pack proyecto eurorack ,Barcelona,03/08/2022,25/09/2022,1/9/2022,410,1188
173,0,0,0,1,35,0,0,0,0,-,funda para teclado de 5 octavas ,Madrid,01/04/2021,26/09/2022,1/9/2022,998,845
174,0,0,0,1,79,0,0,0,0,audio,grey audio 3340 ,Girona,08/10/2021,08/10/2022,1/9/2022,471,637
175,1,0,0,1,550,0,0,0,0,acidlab,acidlab drumatix 606 ,Barcelona,2 semanas,16/10/2022,1/9/2022,264,610
176,0,0,0,1,5444,0,0,0,0,oberheim,oberheim obx8 nuevo solo una unidad disponible ,Girona,10/05/2022,01/10/2022,1/9/2022,526,637
177,0,0,0,1,45,0,0,0,0,eurorack,eurorack case 70hp model d ,Madrid,12/12/2020,26/10/2022,1/9/2022,2274,834
178,0,0,0,1,400,0,0,0,0,vermona,vermona drm mkii ,Burgos,22/10/2021,24/10/2022,1/9/2022,862,167
179,0,0,0,1,139,0,0,0,0,-,endorphin milky way ,Girona,01/02/2022,30/10/2022,1/9/2022,904,637
180,0,0,0,1,150,0,0,0,0,roland,roland d110 – sintetizador digital + tarjeta pn-d10-01 ,Madrid,29/07/2022,25/09/2022,1/9/2022,380,1261
181,0,1,0,0,0,0,0,0,0,-,landscape stereo field ,Zaragoza,3 semanas,07/10/2022,1/9/2022,162,394
182,0,0,0,1,300,0,0,0,0,yamaha,yamaha tg33 tone generator vector synth ,Barcelona,21 horas,30/10/2022,1/9/2022,98,1042
183,0,1,1,0,0,0,0,0,0,instruments,modulos mutable instruments ,Valencia,3 semanas,13/10/2022,1/9/2022,188,725
184,0,0,0,1,490,0,0,0,0,-,sintetizador dsi tetra envío incluido ,Albacete,6 días,25/10/2022,1/9/2022,236,438
185,0,0,0,1,185,0,0,0,0,yamaha,yamaha rm50 rhythm sound module ,Cantabria,07/05/2022,26/09/2022,1/9/2022,650,1090
186,0,0,0,1,220,0,0,0,0,-,euclidean circles + six switches expansion ,Lugo,1 semana,22/10/2022,1/9/2022,124,843
187,0,0,0,1,949,0,0,0,0,-,asm hydrasynth ,Girona,09/06/2022,31/10/2022,1/9/2022,833,637
188,0,0,0,1,50,0,0,0,0,doepfer,modulo eurorack doepfer a-142-1 ,Madrid,4 semanas,22/09/2022,1/9/2022,1162,1273
189,0,0,0,1,225,0,0,0,0,-,tiptop z-dsp + dragonfly delay broken silicon + error codes 1 ,Baleares,13/03/2021,11/10/2022,1/9/2022,1477,708
190,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-192-2 ,La Rioja,13/03/2021,24/10/2022,1/9/2022,116,697
191,0,0,0,1,790,0,0,0,0,eurorack,caja eurorack ,Girona,08/04/2022,08/09/2022,1/9/2022,676,637
192,0,0,0,1,1000,0,0,0,0,novation,novation supernova ii en teclado ,Granada,1 semana,22/10/2022,1/9/2022,255,827
193,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-160-2 ,La Rioja,08/07/2022,24/09/2022,1/9/2022,188,697
194,0,0,0,1,650,0,0,0,0,nord rack ,1 ,Barcelona,10/05/2022,10/10/2022,1/9/2022,465,599
195,0,0,0,1,1450,0,0,0,0,novation,novation summit ,Baleares,17/07/2022,25/09/2022,1/9/2022,306,924
196,0,0,0,1,300,0,0,1,0,arturia,waldorf blofeld negro + arturia minibrute para ,Barcelona,21/07/2022,19/09/2022,1/9/2022,574,326
197,0,0,0,1,130,0,0,0,0,midi,akai xe8 midi drum expander ,Madrid,20/03/2021,09/09/2022,1/9/2022,2059,729
198,0,0,0,1,465,0,0,0,0,system,roland system 1m ,Girona,01/09/2021,27/09/2022,1/9/2022,625,637
199,0,0,0,1,200,0,0,0,0,acid,twisted electrons acid 8 mkii ,Madrid,21/07/2022,19/09/2022,1/9/2022,436,1170
200,0,0,0,1,399,0,0,0,0,-,pedal de efecto neo ventilator ii ,Cádiz,18/07/2022,16/09/2022,1/9/2022,193,870
201,0,0,0,1,90,0,0,0,0,doepfer,doepfer a-106-1 xtreme filter ms20 ,Barcelona,08/06/2022,27/09/2022,1/9/2022,275,1188
202,0,0,0,1,179,0,0,0,0,roland,tarjeta srx02 concert piano de roland ,Toledo,05/03/2022,13/09/2022,1/9/2022,543,812
203,0,0,0,1,3249,0,0,0,0,buchla,buchla 208c easel command ,Bizkaia,01/07/2022,01/09/2022,1/9/2022,443,533
204,0,0,0,1,250,0,0,0,0,audio,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,Alicante,02/07/2022,12/09/2022,1/9/2022,556,632
205,0,0,0,1,50,0,0,0,0,behringer,behringer 2500 1033 envolvente ,Barcelona,22/06/2022,29/09/2022,1/9/2022,588,602
206,0,0,0,1,300,0,0,0,0,roland,roland r-8 2 unidades ,A Coruña,22/06/2022,30/09/2022,1/9/2022,143,1091
207,0,0,0,1,75,0,0,0,0,-,"flightcase 19"" thon rack 5u eco ii compact 23 ",Cantabria,22/07/2022,29/09/2022,1/9/2022,342,504
208,0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 103 sustain group ,Girona,28/06/2021,26/09/2022,1/9/2022,316,637
209,0,0,0,1,580,0,0,0,0,elektron,elektron digitakt ,Badajoz,04/08/2022,03/10/2022,1/9/2022,348,537
210,0,1,0,0,0,0,0,0,0,doepfer,doepfer a-103 vcf 6 ,La Rioja,16/07/2022,24/09/2022,1/9/2022,166,697
211,0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,Zaragoza,10/07/2021,01/10/2022,1/9/2022,679,859
212,0,0,0,1,899,0,0,0,0,teenage engineering ,op-1 ,Girona,21/12/2021,30/10/2022,1/9/2022,817,637
213,0,0,0,1,390,0,0,0,0,akai,akai s3000xl + tarjeta eb16 + zip omega + manuales y cableado ,Tarragona,30/06/2022,27/09/2022,1/9/2022,424,808
214,0,0,0,1,600,0,0,0,0,yamaha,yamaha reface dx + cs ,Barcelona,2 semanas,20/10/2022,1/9/2022,216,1461
215,0,0,0,1,1200,0,0,0,0,midi,teclado midi mpe linnstrument 200 teclas ,Madrid,07/07/2022,05/09/2022,1/9/2022,316,398
216,0,0,0,1,510,0,0,0,0,yamaha,yamaha an1x ,Barcelona,20 horas,30/10/2022,1/9/2022,154,1042
217,0,0,0,1,370,0,0,0,0,roland,roland ju 06 a ,Barcelona,20 horas,30/10/2022,1/9/2022,112,1062
218,0,0,0,1,500,0,0,0,0,roland,piano 88 contrapesadas roland hp1800s ,Zaragoza,16/11/2020,27/10/2022,1/9/2022,1289,857
219,0,0,1,0,950,0,0,0,0,yamaha,yamaha modx6 en excelente estado con extras también ,Barcelona,1 semana,30/09/2022,1/9/2022,249,758
220,0,0,0,1,60,0,0,0,0,arturia,arturia minilab mkii ,Málaga,25/07/2022,23/09/2022,1/9/2022,262,1141
221,0,0,0,1,229,0,0,0,0,roland,roland tr 505 ,Girona,24/03/2022,30/10/2022,1/9/2022,1047,637
222,0,0,0,1,389,0,0,0,0,roland,roland mv30 ,Madrid,24/12/2021,23/09/2022,1/9/2022,1992,1569
223,0,0,0,0,0,1,0,0,0,-,ms20 mini keyboard ,Granada,5 días,26/10/2022,1/9/2022,282,976
224,0,0,0,1,975,0,0,0,0,decksaver,teenage enginering + decksaver + funda ,Girona,25/05/2022,27/09/2022,1/9/2022,370,637
225,0,0,0,1,1050,0,0,0,0,kodamo,kodamo essence fm – sintetizador multitímbrico fm ,Madrid,12/07/2022,25/09/2022,1/9/2022,546,1261
226,0,0,0,1,55,0,0,0,0,doepfer,doepfer a 101 2 lpg vactrol lowpasgate ,Pontevedra,5 días,30/09/2022,1/9/2022,91,964
227,0,0,0,1,100,0,0,0,0,maschine,maschine mk i ,Valencia,26/04/2020,28/09/2022,1/9/2022,2506,657
228,0,0,0,1,4990,0,0,0,0,system,system ,Valencia,2 semanas,17/10/2022,1/9/2022,372,1050
229,0,0,0,1,180,0,0,0,0,eurorack,doboz touch sensing note memory eurorack ,Madrid,29/06/2022,11/09/2022,1/9/2022,294,652
230,0,0,0,1,145,0,0,0,0,chronograf,frequency central chronograf ,Girona,27/01/2022,30/10/2022,1/9/2022,426,637
231,0,0,0,1,75,0,0,0,0,doepfer,doepfer a189-1 ,Girona,10/06/2021,26/09/2022,1/9/2022,474,637
232,0,0,0,1,1700,0,0,0,0,-,eminent solina string ensemble mk 1 ,Baleares,04/07/2021,17/09/2022,1/9/2022,1383,651
233,0,0,0,1,170,0,0,0,0,korg,korg sd-400 signal delay 1978 ,Valencia,08/05/2022,30/09/2022,1/9/2022,934,1073
234,0,0,0,1,205,0,0,0,0,befaco,befaco crush delay ,Girona,04/06/2021,20/09/2022,1/9/2022,410,637
235,0,0,0,1,325,0,0,0,0,teenage engineering ,op-z ,Girona,08/03/2022,29/09/2022,1/9/2022,1352,506
236,0,0,0,1,345,0,0,0,0,-,jen sx-2000 synthetone ,Madrid,04/07/2022,02/09/2022,1/9/2022,402,377
237,0,0,0,1,400,0,0,0,0,polyend,polyend tracker ,Lugo,2 semanas,17/10/2022,1/9/2022,128,404
238,0,0,0,1,260,0,0,0,0,novation,novation mininova ,Pontevedra,17/03/2022,29/09/2022,1/9/2022,1024,693
239,0,0,0,1,350,0,0,0,0,roland,sintetizador roland boutique se-02 ,Sevilla,20/07/2022,18/09/2022,1/9/2022,524,1139
240,0,0,0,1,360,0,0,0,0,waldorf,waldorf blofeld desktop negro + licencia sl ,Barcelona,31/05/2021,28/09/2022,1/9/2022,828,906
241,0,0,0,1,350,0,0,0,0,yamaha,piano midi yamaha p-95 ,Madrid,4 semanas,04/10/2022,1/9/2022,236,2122
242,0,0,0,1,120,0,0,0,0,alesis,alesis v61 + soporte de tijera ,Madrid,3 semanas,01/10/2022,1/9/2022,220,1638
243,0,0,0,1,3249,0,0,0,0,-,sequential prophet x ,Bizkaia,18/12/2020,01/10/2022,1/9/2022,3809,533
244,0,0,0,1,850,0,0,0,0,kawai,piano eléctrico de escenario kawai mp-5 + fligth case ,Madrid,11/07/2022,25/09/2022,1/9/2022,251,756
245,0,0,1,0,0,0,0,0,0,mpc,mpc live2 x one ,Madrid,31/07/2022,08/09/2022,1/9/2022,164,994
246,0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle ,Zaragoza,21/06/2022,30/10/2022,1/9/2022,238,452
247,0,0,0,1,150,0,0,0,0,befaco,befaco vc adsr ,Barcelona,09/05/2022,30/09/2022,1/9/2022,198,1384
248,0,0,0,1,100,0,0,0,0,-,nuevo a estrenar soporte para 2 teclados quicklok sl-8 ,Barcelona,08/11/2021,19/10/2022,1/9/2022,625,498
249,0,1,0,0,0,0,0,0,0,behringer,behringer vc340 ,Madrid,1 semana,30/09/2022,1/9/2022,174,1226
250,0,0,0,1,379,0,0,0,0,roland,roland eg 101 ,Girona,08/06/2021,08/10/2022,1/9/2022,1014,637
251,0,0,0,1,80,0,0,0,0,boss,boss flanger bf3 ,Málaga,17/05/2022,04/10/2022,1/9/2022,257,940
252,0,0,0,1,1550,0,0,0,0,0,roland v-synth gt 2 0 ,Burgos,18/02/2022,27/09/2022,1/9/2022,1481,561
253,0,0,0,1,420,0,0,0,0,moog,moog minitaur ,Córdoba,3 semanas,09/10/2022,1/9/2022,214,605
254,0,0,0,1,420,0,0,0,0,-,varios módulos ,Barcelona,29/07/2022,24/09/2022,1/9/2022,552,1092
255,0,0,0,1,20,0,0,0,0,roland,roland mt-32 lista de presets ,Madrid,03/07/2022,25/09/2022,1/9/2022,336,729
256,0,0,0,1,250,0,0,0,0,e-mu,e-mu systems procussion ,Gipuzkoa,2 días,30/10/2022,1/9/2022,114,1513
257,0,0,0,1,1500,0,0,0,0,-,detachment 3 archangel ,Barcelona,11/06/2021,28/09/2022,1/9/2022,3360,924
258,0,0,0,1,300,0,0,0,0,instruments,bastl instruments bit ranger ,Madrid,21/07/2022,19/09/2022,1/9/2022,370,1170
259,0,0,0,1,311,0,0,0,0,roland,roland tb 03 ,Girona,09/05/2022,13/09/2022,1/9/2022,396,637
260,0,0,0,1,900,0,0,0,0,nord lead ,4 rack ,Madrid,03/08/2022,30/09/2022,1/9/2022,398,282
261,0,0,0,1,499,0,0,0,0,decksaver,roland verselab mv-1 + decksaver ,Girona,18/07/2022,28/09/2022,1/9/2022,448,1238
262,0,0,0,1,430,0,0,0,0,squarp,squarp pyramid mk1 ,Barcelona,17/05/2022,09/09/2022,1/9/2022,455,1285
263,0,0,0,1,180,0,0,0,0,-,"tarjetas voice crystal 1+2 para sq2 sqr+,sq1+ ",Barcelona,01/08/2022,28/09/2022,1/9/2022,186,588
264,0,0,0,1,129,0,0,0,0,-,endorphin es airstreamer ,Girona,21/01/2022,23/09/2022,1/9/2022,450,637
265,0,0,0,1,95,0,0,0,0,volca,korg volca bass ,Málaga,13/07/2022,01/10/2022,1/9/2022,356,2335
266,0,0,0,1,320,0,0,0,0,yamaha,yamaha shs - 200 sintetizador keytar ,Madrid,3 días,29/10/2022,1/9/2022,94,1084
267,0,0,0,1,290,0,0,0,0,dynacord,dynacord percuter s v drum triggers ,Madrid,20/07/2021,30/09/2022,1/9/2022,828,1151
268,0,0,0,1,850,0,0,0,0,moog,sintetizador moog granmother ,Barcelona,6 días,25/10/2022,1/9/2022,166,720
269,0,0,0,1,90,0,0,0,0,arturia,arturia keystep black edition ,Valencia,3 semanas,30/09/2022,1/9/2022,282,1073
270,0,0,0,1,390,0,0,0,0,korg,korg ms20 mini ,Sevilla,1 semana,21/10/2022,1/9/2022,130,509
271,0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle digital synth ,Pontevedra,1 semana,22/10/2022,1/9/2022,126,418
272,0,0,0,1,530,0,0,0,0,mpc,akai mpc one ,Valencia,2 semanas,28/09/2022,1/9/2022,298,498
273,0,0,0,1,30,0,0,0,0,audio,libros de desarrollo de plugins y audio ,Alicante,20/02/2022,29/09/2022,1/9/2022,559,1058
274,0,0,0,1,545,0,0,0,0,roland,roland tr 8s ,Girona,17/02/2022,17/10/2022,1/9/2022,930,637
275,0,0,0,1,1990,0,0,0,0,odyssey,arp odyssey mkiii ,Girona,15/07/2021,30/10/2022,1/9/2022,1067,637
276,0,0,0,1,40,0,0,0,0,eurorack,filtro eurorack magerit vcf ,Zaragoza,1 semana,01/10/2022,1/9/2022,84,1704
277,0,0,0,1,1300,0,0,0,0,modular,sintetizador modular completo a estrenar ,Madrid,19/02/2022,19/09/2022,1/9/2022,1135,633
278,0,0,0,1,650,0,0,0,0,oberheim,teclado controlador oberheim mc 3000 ,Badajoz,1 semana,22/10/2022,1/9/2022,218,1062
279,0,0,0,1,130,0,0,0,0,emu,emu proteus 1 – sintetizador en rack ,Madrid,29/07/2022,25/09/2022,1/9/2022,362,1261
280,1,0,0,1,20,0,0,0,0,yamaha,yamaha psr 3000 - librería para ni kontakt ,Córdoba,01/06/2022,18/09/2022,1/9/2022,209,536
281,0,0,0,1,320,0,0,0,0,roland,roland jp-8000 ,Baleares,1 semana,23/10/2022,1/9/2022,452,541
282,0,0,0,1,69,0,0,0,0,-,tip top mix z ,Girona,21/06/2021,08/10/2022,1/9/2022,409,637
283,0,0,0,1,25,0,0,0,0,akai,akai cd-rom sound library mpc2000xl vol 1 ,Sevilla,22/09/2021,12/09/2022,1/9/2022,344,651
284,0,0,0,1,650,0,0,0,0,instruments,mutable instruments ambika ,Barcelona,2 semanas,20/10/2022,1/9/2022,188,489
285,0,0,0,1,204,0,0,0,0,-,endorphin es godspeed + ,Girona,19/01/2022,23/09/2022,1/9/2022,459,637
286,0,0,0,1,79,0,0,0,0,doepfer,doepfer a-160 -5v clock multiplier ,Girona,10/05/2022,13/09/2022,1/9/2022,341,637
287,0,0,0,1,1,0,0,0,0,wmd make noise erica synth ,sistema modular euroack mutable instruments ,Sevilla,2 semanas,27/09/2022,1/9/2022,587,413
288,0,0,0,1,350,0,0,0,0,korg,teclado korg ds-8 1986 ,Murcia,21/02/2022,09/09/2022,1/9/2022,816,509
289,0,0,0,1,200,0,0,0,0,instruo,instruo ts-l ,Barcelona,20/07/2022,18/09/2022,1/9/2022,198,173
290,0,0,0,1,115,0,0,0,0,-,transient modules 8s sequencer ,Girona,21/12/2021,04/09/2022,1/9/2022,381,637
291,0,0,0,1,179,0,0,0,0,korg,korg kossilator pro ,Girona,20/05/2022,23/09/2022,1/9/2022,413,637
292,0,0,0,1,150,0,0,0,0,yamaha,yamaha rm50 versión rack de ry30 ,Valladolid,16/07/2022,14/09/2022,1/9/2022,354,664
293,0,0,0,1,145,0,0,0,0,frequency,frequency central bartos flur ii ,Girona,27/01/2022,08/10/2022,1/9/2022,396,637
294,0,0,0,1,800,0,0,0,0,yamaha,yamaha sy99 ,Madrid,2 semanas,18/10/2022,1/9/2022,200,632
295,0,0,0,1,480,0,0,0,0,yamaha,piano digital yamaha p140 en sevilla ,Sevilla,27/07/2022,25/09/2022,1/9/2022,250,470
296,0,1,0,0,0,0,0,0,0,roland,roland xp50 averiado ,Madrid,3 semanas,13/10/2022,1/9/2022,136,632
297,0,0,0,1,10,0,0,0,0,korg,funda cubrepolvo a la medida para korg monopoly ,Madrid,17/07/2022,26/09/2022,1/9/2022,310,1103
298,0,0,0,1,380,0,0,0,0,dreadbox,dreadbox hypnosis ,Barcelona,12/02/2022,20/09/2022,1/9/2022,853,489
299,0,0,0,1,350,0,0,0,0,-,intellijel shapeshifter ,Madrid,12/07/2022,01/10/2022,1/9/2022,354,1419
300,0,0,0,1,1750,0,0,0,0,-,amplificador type leslie 142 145 ,Zaragoza,14/05/2021,21/09/2022,1/9/2022,1456,859
301,0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-sx 600 ,Albacete,2 semanas,29/09/2022,1/9/2022,166,649
302,0,0,0,1,600,0,0,0,0,yamaha,"yamaha moxf 6, ",Barcelona,16/07/2022,14/09/2022,1/9/2022,398,1080
303,0,0,0,1,899,0,0,0,0,elektron,elektron analog keys nuevo ,Madrid,13/03/2022,30/09/2022,1/9/2022,1488,961
304,0,0,0,1,700,0,0,0,0,kawai,kawai ca 91 ,Barcelona,27/03/2022,23/10/2022,1/9/2022,314,1019
305,0,0,0,1,650,0,0,0,0,roland,roland alpha juno 1 ,Barcelona,2 semanas,16/10/2022,1/9/2022,263,1278
306,0,0,0,1,49,0,0,0,0,korg,korg t3 lcd ,Barcelona,4 días,27/10/2022,1/9/2022,44,1198
307,0,0,0,1,1450,0,0,0,0,virus,access virus ti2 ,Barcelona,2 días,29/10/2022,1/9/2022,132,487
308,0,0,0,1,60,0,0,0,0,m-audio,m-audio oxygen pro mini ,Sevilla,4 días,27/10/2022,1/9/2022,130,239
309,0,0,0,1,490,0,0,0,0,midi,nerdseq y midi expander ,Barcelona,10/07/2022,08/09/2022,1/9/2022,274,530
310,0,0,0,1,50,0,0,0,0,midi,lemi midi mixer ,Girona,08/06/2022,08/10/2022,1/9/2022,396,637
311,0,0,0,1,2950,0,0,0,0,system,dreadbox white line system ,Valencia,2 semanas,17/10/2022,1/9/2022,294,1050
312,0,0,0,1,100,0,0,0,0,eurorack,varios módulos eurorack ,Madrid,09/06/2022,09/10/2022,1/9/2022,1170,562
313,0,0,0,1,550,0,0,0,0,roland,roland gw8l ,Madrid,03/11/2021,01/10/2022,1/9/2022,676,806
314,0,0,0,1,80,0,0,0,0,doepfer,eurorack doepfer wasp filter black and yellow ,Madrid,1 semana,28/09/2022,1/9/2022,106,869
315,0,0,0,1,399,0,0,0,0,-,sintetizador analogico ,Tarragona,21/04/2022,01/10/2022,1/9/2022,1934,421
316,0,0,0,1,110,0,0,0,0,-,sintes y mucho más ,Madrid,1 semana,26/09/2022,1/9/2022,697,962
317,0,0,0,1,300,0,0,0,0,-,shuttle control ,Barcelona,2 semanas,28/09/2022,1/9/2022,174,612
318,0,0,0,1,2500,0,0,0,0,0,cirklon v1 0 ,Barcelona,07/07/2022,05/09/2022,1/9/2022,465,356
319,0,0,0,1,2500,0,0,0,0,system,system v1 ,Valencia,3 días,28/10/2022,1/9/2022,167,1050
320,1,0,0,1,70,0,0,0,0,behringer,teclado maestro behringer umx490 ,Barcelona,12/06/2022,29/09/2022,1/9/2022,268,1980
