,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen,user_anon
645,0,0,0,1,245,0,0,0,0,u-he,módulo u-he cvilazation ,Alicante,19/07/2022,18/09/2022,1/9/2022,332,506
646,0,0,0,1,150,0,0,0,0,korg,korg 05r w – módulo sintetizador ,Madrid,29/07/2022,25/09/2022,1/9/2022,396,1261
647,0,1,0,0,0,0,0,0,0,roland,tarjeta roland sr-jv80-15 ,Barcelona,3 semanas,13/10/2022,1/9/2022,84,870
648,0,0,0,1,12,0,0,0,0,yamaha,"phat analog iii para yamaha motif xs, motif xf, moxf, montage y modx ",Madrid,13/01/2020,10/09/2022,1/9/2022,1166,517
649,0,0,0,1,220,0,0,0,0,yamaha,yamaha sy 55 ,Barcelona,14/07/2022,12/09/2022,1/9/2022,413,638
650,0,0,0,1,65,0,0,0,0,doepfer,doepfer a-130-8 ,Asturias,3 semanas,30/10/2022,1/9/2022,166,965
651,0,0,0,1,200,0,0,0,0,roland,roland r8 caja de ritmos ,Girona,08/06/2022,22/09/2022,1/9/2022,594,637
652,0,0,0,1,110,0,0,0,0,behringer,behringer 960 sequential controller ,Cádiz,22/07/2022,01/10/2022,1/9/2022,727,539
653,0,0,0,1,1600,0,0,0,0,origin,arturia origin desktop en perfecto estado ,Lleida,04/08/2021,02/09/2022,1/9/2022,2251,1313
654,0,0,0,1,580,0,0,0,0,virus,acces virus c ,Asturias,11/06/2022,24/09/2022,1/9/2022,1064,975
655,0,1,0,0,0,0,0,0,0,komplete,komplete kontrol s61 mk2 vapor gray ,Sevilla,1 día,30/10/2022,1/9/2022,66,1277
656,0,0,0,1,550,0,0,0,0,roland,roland d50 d-50 sintetizador ,Madrid,2 semanas,30/09/2022,1/9/2022,332,1151
657,0,0,0,1,35,0,0,0,0,-,taburete de tambor acolchado ,Barcelona,20/04/2021,24/09/2022,1/9/2022,699,388
658,1,1,0,0,0,0,0,0,0,korg,korg monopoly ,Baleares,3 semanas,07/10/2022,1/9/2022,194,351
659,0,0,0,1,200,0,0,0,0,yamaha,yamaha cs1x ,A Coruña,17/04/2022,30/09/2022,1/9/2022,765,1091
660,0,1,0,0,0,0,0,0,0,pearl,módulos de percusión pearl sc 20 - sc 40 o drum x ,Valencia,06/03/2022,22/10/2022,1/9/2022,332,1176
661,0,0,0,1,489,0,0,0,0,arturia,arturia minibrute 2 noir ,Girona,27/05/2022,25/09/2022,1/9/2022,862,637
662,0,0,0,1,60,0,0,0,0,korg,korg t3 - main board ,Barcelona,4 días,27/10/2022,1/9/2022,70,1198
663,0,0,0,1,6000,0,0,0,0,hammond,hammond b3 portable + leslie ,Madrid,08/05/2022,05/09/2022,1/9/2022,969,214
664,0,0,0,1,169,0,0,0,0,befaco,befaco chopping kinky ,Girona,21/06/2021,20/09/2022,1/9/2022,406,637
665,0,0,0,1,250,0,0,0,0,moog,moog theremini nuevo ,Valencia,18/05/2022,13/09/2022,1/9/2022,680,498
666,0,0,0,1,90,0,0,0,0,instruments,mutable instruments midigal midipal ,Madrid,2 semanas,26/09/2022,1/9/2022,194,1151
667,0,0,0,1,89,0,0,0,0,erica synths ,pico trigger patern generator ,Girona,17/02/2021,23/09/2022,1/9/2022,726,637
668,0,0,0,1,160,0,0,0,0,axoloty,axoloty completo ,Barcelona,15/05/2022,19/10/2022,1/9/2022,360,677
669,0,0,0,1,70,0,0,0,0,roland,tarjetas roland sr-jv80 para sintetizadores jv_xv_xp ,Madrid,28/08/2020,30/09/2022,1/9/2022,3130,484
670,0,0,0,1,2099,0,0,0,0,modular,bastl instruments rumburack 2 sintetizador modular nuevo ,Madrid,29/10/2021,30/09/2022,1/9/2022,2154,961
671,0,0,0,1,200,0,0,0,0,-,intellijel rubicon ,Girona,18/03/2022,20/09/2022,1/9/2022,508,637
672,0,0,0,1,160,0,0,0,0,behringer,behringer crave ,Barcelona,1 semana,28/09/2022,1/9/2022,234,1104
673,0,0,0,1,19,0,0,0,0,yamaha,"c7 1 pianos para yamaha motif xf, moxf, montage y modx ",Madrid,11/10/2020,13/09/2022,1/9/2022,2495,517
674,0,0,0,1,1100,0,0,0,0,elektron,elektron analog four mkii ,Girona,25/10/2021,27/09/2022,1/9/2022,842,637
675,0,0,0,1,750,0,0,0,0,roland,roland jx3p ,Huelva,1 semana,23/10/2022,1/9/2022,198,383
676,0,0,0,1,1500,0,0,0,0,yamaha,yamaha motif xf x maleta ,Valencia,19/05/2022,30/09/2022,1/9/2022,739,554
677,0,0,0,1,500,0,0,0,0,akai,akai mpc1000 jjos2 + 128 mb ,Barcelona,3 semanas,08/10/2022,1/9/2022,270,709
678,0,0,0,1,600,0,0,0,0,yamaha,sintetizador yamaha dx7s ,Madrid,23 horas,30/10/2022,1/9/2022,70,303
679,0,0,0,1,349,0,0,0,0,-,yamana moxf6 ,Tarragona,14/06/2022,01/10/2022,1/9/2022,996,421
680,0,0,0,1,925,0,0,0,0,virus,virus ti ,Madrid,1 semana,26/09/2022,1/9/2022,204,962
681,0,0,0,1,460,0,0,0,0,club,mfb dominion club como nuevo envío incluido ,Barcelona,22 horas,30/10/2022,1/9/2022,114,770
682,0,0,0,1,245,0,0,0,0,-,k&m 18860 spider pro si ,La Rioja,17/07/2022,15/09/2022,1/9/2022,214,483
683,0,0,0,1,150,0,0,0,0,peavey,amplificador para teclados peavey kb-100 ,Sevilla,02/05/2021,12/09/2022,1/9/2022,857,651
684,0,0,0,1,670,0,0,0,0,-,analog four mki ,Huesca,1 semana,23/10/2022,1/9/2022,106,853
685,0,0,0,1,130,0,0,0,0,intellijel ,umidi 1u ,Tarragona,12/03/2022,28/09/2022,1/9/2022,705,554
686,0,0,0,1,25,0,0,0,0,-,[eurorack] amplificador auriculares haunted pliers destino 3hp diy ,Madrid,07/06/2021,30/09/2022,1/9/2022,565,488
687,0,0,0,1,60,0,0,0,0,odyssey,stardust synth cover para korg arp odyssey mini ,Cantabria,22/07/2022,27/09/2022,1/9/2022,189,504
688,0,0,0,1,350,0,0,0,0,midi,the orb secuenciador midi y cv gate ,Madrid,23/07/2022,21/09/2022,1/9/2022,538,1194
689,0,0,0,1,175,0,0,0,0,paratek,paratek neon black ,Girona,06/05/2022,25/09/2022,1/9/2022,314,637
690,0,0,0,1,300,0,0,0,0,mpc,akai mpc renaissance ,Valencia,3 semanas,01/10/2022,1/9/2022,394,544
691,0,0,0,1,880,0,0,0,0,mpc,mpc live 2 ,Madrid,01/07/2022,07/09/2022,1/9/2022,552,994
692,0,0,0,1,110,0,0,0,0,casio,teclado casio 501 ,Barcelona,2 semanas,16/10/2022,1/9/2022,188,1278
693,0,0,0,1,150,0,0,0,0,arturia,sintetizador analógico arturia microbrute ,Madrid,6 días,29/09/2022,1/9/2022,137,619
694,0,0,0,1,1100,0,0,0,0,roland,"roland jd xa ""reestreno"" ",Barcelona,17/05/2022,30/10/2022,1/9/2022,1028,859
695,0,0,0,1,200,0,0,0,0,mutable,modulos eurorack - mutable ,Barcelona,05/10/2020,15/09/2022,1/9/2022,2838,994
696,0,0,0,1,399,0,0,0,0,roland,roland mc 505 groovebox no cambios ,Sevilla,08/06/2022,30/09/2022,1/9/2022,289,969
697,0,0,0,1,70,0,0,0,0,maschine,"mpc stuff live, mpd, mpk, force, maschine ",Asturias,6 días,25/10/2022,1/9/2022,142,975
698,0,0,0,1,195,0,0,0,0,noise,modulo eurorack corsynth c105e vc noise lo-fi maquine ,Madrid,12/09/2020,27/10/2022,1/9/2022,580,560
699,0,0,0,1,60,0,0,0,0,behringer,behringer 914 fixed filter bank ,Pontevedra,5 días,26/10/2022,1/9/2022,126,964
700,0,0,0,1,239,0,0,0,0,qu,qu bit pulsar ,Girona,27/05/2021,08/10/2022,1/9/2022,539,637
701,0,0,0,1,1800,0,0,0,0,-,soma pulsar 23 ,Madrid,1 semana,30/09/2022,1/9/2022,258,869
702,0,0,0,1,329,0,0,0,0,roland,roland enhancia neova 3 unidades disponibles ,Girona,18/11/2021,30/10/2022,1/9/2022,614,637
703,1,0,0,1,850,0,0,0,0,elektron,elektron rytm mki ,Barcelona,27/07/2022,25/09/2022,1/9/2022,442,507
704,0,0,1,0,0,0,0,0,0,virus,access virus ti polar ,Barcelona,3 semanas,29/09/2022,1/9/2022,416,1404
705,0,0,0,1,299,0,0,0,0,akai,akai timbre wolf -envio incluido- ,Asturias,3 días,28/10/2022,1/9/2022,106,1503
706,0,0,0,1,1200,0,0,0,0,korg,korg vocoder vc10 ,Madrid,10/12/2019,22/10/2022,1/9/2022,1542,1096
707,0,0,0,1,220,0,0,0,0,eurorack,mutable instruments beads modulo eurorack ,Granada,15/07/2022,13/09/2022,1/9/2022,453,687
708,0,0,0,1,150,0,0,0,0,casio,teclado casio vintage sk-1 ,Girona,12/02/2022,08/09/2022,1/9/2022,780,1028
709,0,0,0,1,65,0,0,0,0,behringer,behringer modamp module 1005 ,Asturias,3 semanas,24/09/2022,1/9/2022,184,965
710,0,0,0,1,1650,0,0,0,0,-,sequential prophet rev2-8 ,Almería,24/07/2022,28/09/2022,1/9/2022,799,384
711,0,0,0,1,60,0,0,0,0,kawai,"lote de manuales emu, korg, roland, kawai ",A Coruña,11/05/2022,30/09/2022,1/9/2022,497,1091
712,0,0,0,1,99,0,0,0,0,eurorack,doepfer a-100 lc1 case eurorack ,Madrid,01/08/2022,01/10/2022,1/9/2022,335,1279
713,0,0,0,1,150,0,0,0,0,-,ni kore 2 ,Madrid,12/07/2022,01/10/2022,1/9/2022,424,1419
714,0,0,0,1,90,0,0,0,0,mxr,mxr analog chorus ,Málaga,17/05/2022,04/10/2022,1/9/2022,235,940
715,0,0,0,1,475,0,0,0,0,moog,moog vx 351 ,Girona,09/07/2021,13/09/2022,1/9/2022,768,637
716,0,0,0,1,390,0,0,0,0,-,piano digital ,Tarragona,2 semanas,15/10/2022,1/9/2022,162,767
717,0,0,0,1,200,0,0,0,0,befaco,módulo befaco rampage ,La Rioja,2 semanas,25/10/2022,1/9/2022,86,745
718,0,0,0,1,850,0,0,0,0,-,leslie 815 proline ,Zaragoza,06/11/2020,21/09/2022,1/9/2022,1618,859
719,0,0,0,1,309,0,0,0,0,roland,roland tr 08 ,Girona,09/05/2022,25/09/2022,1/9/2022,525,637
720,0,0,0,1,1900,0,0,0,0,-,montage 6 ¡¡ sin desembalar !! ,Cantabria,02/08/2022,26/09/2022,1/9/2022,558,751
721,0,0,0,1,370,0,0,0,0,korg,korg minilogue xd module ,Pontevedra,07/07/2022,30/09/2022,1/9/2022,997,1193
722,0,1,0,0,0,0,0,0,0,roland,roland mc 505 averiada ,Alicante,18/04/2022,23/09/2022,1/9/2022,363,850
723,0,0,0,1,500,0,0,0,0,kurzweil,kurzweil pc3 le7 ,Barcelona,1 semana,23/10/2022,1/9/2022,219,892
724,0,0,0,1,49,0,0,0,0,-,ladik q 010 easy quantizer ,Girona,25/03/2022,08/10/2022,1/9/2022,703,637
725,0,0,0,0,12,1,0,0,0,-,galactic ascensión para modx y montage + ,Madrid,29/05/2020,10/09/2022,1/9/2022,1567,517
726,0,0,0,1,1800,0,0,0,0,oberheim,oberheim ob-5 ,Tarragona,4 días,27/10/2022,1/9/2022,210,740
727,0,0,0,1,20,0,0,0,0,korg,cassette datos para el korg dw8000 ,Madrid,07/07/2022,26/09/2022,1/9/2022,180,1106
728,0,0,0,1,1400,0,0,0,0,korg,korg sv-1 88 teclas ,Madrid,03/05/2022,07/09/2022,1/9/2022,522,550
729,0,0,0,1,1450,0,0,0,0,eurorack,oscilador doble eurorack cwejman vco-2rm ,Madrid,16/03/2022,27/10/2022,1/9/2022,364,560
730,0,0,0,1,75,0,0,0,0,yamaha,piano eléctrico yamaha ypt-200 ,Cantabria,25/05/2022,24/09/2022,1/9/2022,384,945
731,0,0,0,1,330,0,0,0,0,roland,roland jv 1080 ,Valencia,2 semanas,28/09/2022,1/9/2022,320,498
732,0,0,0,1,329,0,0,0,0,-,mode maschines xoxbox ,Girona,16/12/2021,24/09/2022,1/9/2022,534,637
733,0,0,0,1,75,0,0,0,0,studio,korg nanokey studio ,Barcelona,25/04/2022,13/09/2022,1/9/2022,864,474
734,0,0,0,1,1250,0,0,0,0,yamaha,teclado tyros3 yamaha en muy buenas condiciones ,Toledo,02/02/2021,29/09/2022,1/9/2022,1750,711
735,0,0,0,1,65,0,0,0,0,dreadbox,eurorack dreadbox ataxia ,Zaragoza,1 semana,27/09/2022,1/9/2022,134,1704
736,0,0,0,1,1800,0,0,0,0,roland,roland juno 106 ,Madrid,5 días,26/10/2022,1/9/2022,308,1106
737,0,0,0,1,320,0,0,0,0,roland,roland msq-700 secuenciador vintage ,Navarra,5 días,26/10/2022,1/9/2022,164,802
738,0,0,0,1,299,0,0,0,0,electribe,"electribe 2 sampler roja, impoluta con extras ",Valencia,4 semanas,05/10/2022,1/9/2022,236,640
739,0,0,0,1,485,0,0,0,0,yamaha,yamaha dx7 ii d ,Cantabria,19/05/2022,26/09/2022,1/9/2022,1201,1090
740,0,0,0,1,24,0,0,0,0,yamaha,"royal 1 pianos para yamaha motif xs, motif xf, moxf y montage modx ",Madrid,09/07/2017,10/09/2022,1/9/2022,5591,517
741,0,0,0,1,1850,0,0,0,0,-,amplificador 122 type classictone ,Zaragoza,03/11/2020,24/09/2022,1/9/2022,1367,859
742,0,0,0,1,200,0,0,0,0,emu,modulo emu audity 2000 ,Barcelona,10/06/2022,22/09/2022,1/9/2022,857,1301
743,0,0,0,1,530,0,0,0,0,-,modal cobalt8x ,Madrid,5 días,26/10/2022,1/9/2022,140,613
744,0,0,0,1,300,0,0,0,0,roland,roland sonic cell - tarjeta de sonido - envío incluido ,Alicante,07/05/2021,23/09/2022,1/9/2022,648,1153
745,0,0,0,1,450,0,0,0,0,casio,casio cz 101 ,Valencia,13/03/2021,30/09/2022,1/9/2022,1956,637
746,0,0,0,1,99,0,0,0,0,audio,addac 804 audio integrator ,Girona,13/04/2021,30/10/2022,1/9/2022,577,637
747,0,0,0,1,85,0,0,0,0,roland,roland pn d50 00 ,Girona,24/05/2021,26/09/2022,1/9/2022,438,637
748,0,0,0,1,450,0,0,0,0,-,soma lyra 8 white angel ,Cantabria,4 semanas,09/09/2022,1/9/2022,570,844
749,0,0,0,1,750,0,0,0,0,-,medeli akx10 ,Araba,20/03/2022,29/09/2022,1/9/2022,1211,635
750,0,0,0,1,75,0,0,0,0,roland,tarjeta roland sr-jv80-01 pop ,Barcelona,18/11/2021,12/09/2022,1/9/2022,467,916
751,0,0,0,1,550,0,0,0,0,nord modular ,g1+ midiman para el software de edicion por 550 euros ,A Coruña,18/11/2021,13/10/2022,1/9/2022,288,1620
752,0,0,0,1,1200,0,0,0,0,yamaha,yamaha motif xf7 ,Cantabria,02/08/2022,26/09/2022,1/9/2022,352,751
753,0,0,0,1,4000,0,0,0,0,kawai,piano kawai ,Barcelona,04/07/2022,02/09/2022,1/9/2022,250,639
754,0,0,0,1,389,0,0,0,0,arturia,arturia keylab 61 mkii ,Girona,01/06/2022,04/10/2022,1/9/2022,432,637
755,0,0,0,1,70,0,0,0,0,audio,tip top audio rs 909 ,Girona,16/12/2021,30/10/2022,1/9/2022,417,637
756,0,0,1,0,400,0,0,0,0,korg,korg triton le tambien y cartuchocasio cz ,Valencia,10/04/2022,09/09/2022,1/9/2022,1521,1344
757,0,0,0,1,198,0,0,0,0,erica synths ,bass drums ,Girona,25/11/2021,08/10/2022,1/9/2022,592,637
758,0,0,0,1,3200,0,0,0,0,0,yamaha genos 2 0 + funda scc profesional ,Valladolid,7 horas,31/10/2022,1/9/2022,52,619
759,0,0,0,1,50,0,0,0,0,noise,doepfer a 118 noise ,Girona,08/10/2021,08/10/2022,1/9/2022,417,637
760,0,0,0,1,240,0,0,0,0,roland,roland mc-303 ,Valencia,18/05/2022,19/09/2022,1/9/2022,744,944
761,0,0,0,1,340,0,0,0,0,-,bass station 2 ,Madrid,1 semana,29/09/2022,1/9/2022,152,962
762,0,0,0,1,350,0,0,0,0,roland,soniccell roland ,Madrid,13/12/2019,29/09/2022,1/9/2022,673,708
763,0,0,0,1,300,0,0,0,0,erica synths ,roland boutique tr-08 y pico vco2 ,Baleares,08/07/2022,06/09/2022,1/9/2022,321,533
764,0,0,0,1,175,0,0,0,0,roland,teclado controlador roland a-800 pro ,Barcelona,21/01/2022,12/09/2022,1/9/2022,759,916
765,0,0,0,1,3990,0,0,0,0,moog,moog minimoog voyager 50 anyversary edition ,Girona,08/06/2022,08/10/2022,1/9/2022,710,637
766,1,0,1,0,0,0,0,0,0,eurorack,módulos eurorack ,Zaragoza,1 semana,29/09/2022,1/9/2022,204,1704
767,0,0,0,1,1200,0,0,0,0,oberheim,sintetizador analógico oberheim matrix 6 ,Madrid,25/07/2022,26/09/2022,1/9/2022,756,1103
768,0,0,0,1,519,0,0,0,0,roland,controlador midi roland a88 ivory feel ,Madrid,21/05/2022,28/09/2022,1/9/2022,796,565
769,0,0,1,0,1700,0,0,0,0,hammond,2 o por hammond sk pro reservado ,Guadalajara,1 semana,24/10/2022,1/9/2022,138,1341
770,0,0,0,1,450,0,0,0,0,elektron,elektron analog heat ,Tarragona,1 día,30/10/2022,1/9/2022,90,487
771,0,0,0,1,1449,0,0,0,0,arturia,arturia matrixbrute ,Girona,08/07/2021,08/10/2022,1/9/2022,1052,637
772,0,0,0,1,250,0,0,0,0,korg,korg ms20 ic ,Valencia,3 semanas,10/10/2022,1/9/2022,310,772
773,0,0,0,1,2500,0,0,0,0,system,hammond xk-3 system ,A Coruña,3 semanas,26/09/2022,1/9/2022,214,918
774,0,0,0,1,30,0,0,0,0,-,dsi prophet 08 - librería para ni kontakt y reason ,Córdoba,01/06/2022,18/09/2022,1/9/2022,260,536
775,0,0,1,0,0,0,0,0,0,virus,"virus ti soundbanks todos los bancos hasta la fecha "" ahora también con viper vst "" ",Alicante,19/08/2018,10/09/2022,1/9/2022,4151,651
776,0,0,0,1,2495,0,0,0,0,roland,roland fantom 6 ,Girona,28/04/2022,30/10/2022,1/9/2022,1007,637
777,0,0,0,1,550,0,0,0,0,elektron,elektron digitackt ,Valencia,3 semanas,14/10/2022,1/9/2022,260,725
778,0,0,0,1,199,0,0,0,0,e-mu,proteus 2 e-mu systems 16 bit multi-timbral digital sound module xr ,Cuenca,18/01/2021,05/09/2022,1/9/2022,1688,653
779,0,0,0,1,295,0,0,0,0,korg,korg t3 workstation ,Girona,10/05/2022,30/10/2022,1/9/2022,564,637
780,0,0,0,1,220,0,0,0,0,instruments,eurorack case de aluminio 3 filas 85hp + yarns mutable instruments ,Madrid,18/04/2022,16/09/2022,1/9/2022,744,1587
781,0,0,1,0,750,0,0,0,0,nord electro ,2 quizás tb ,A Coruña,18/04/2022,01/10/2022,1/9/2022,276,1364
782,0,0,0,1,12,0,0,0,0,-,lote 10 revistas keyboard musica y tecnología ,Tarragona,11/07/2022,09/09/2022,1/9/2022,199,616
783,0,0,0,1,20,0,0,0,0,eurorack,banananuts pack befaco eurorack ,Barcelona,21/07/2022,19/09/2022,1/9/2022,222,1576
784,0,0,0,1,180,0,0,0,0,arturia,arturia drumbrute impact ,Valencia,27/07/2022,25/09/2022,1/9/2022,466,729
785,0,0,0,1,750,0,0,0,0,yamaha,yamaha psr-s770 ,Madrid,2 días,29/10/2022,1/9/2022,84,728
786,0,0,0,1,180,0,0,0,0,-,sequenz standard-m-sv medium ,Girona,22/12/2021,30/10/2022,1/9/2022,498,637
787,0,0,0,1,5,0,0,0,1,novation,"teclas y para roland, korg, yamaha, novation update 11 2 2022 ",Lugo,03/03/2015,24/09/2022,1/9/2022,17036,1229
788,0,0,0,1,100,0,0,0,0,volca,korg volca keys ,Málaga,13/07/2022,01/10/2022,1/9/2022,396,2335
789,0,0,0,1,1,0,0,0,0,elektron,packs de sonidos para máquinas elektron ,Córdoba,01/06/2022,29/09/2022,1/9/2022,670,536
790,0,0,0,1,1490,0,0,0,0,-,ferrofish a32 ad da converter ,Girona,13/11/2020,30/09/2022,1/9/2022,1946,637
791,0,0,0,1,1800,0,0,0,0,yamaha,yamaha motif xs8 ,Araba,23/09/2019,29/09/2022,1/9/2022,2326,635
792,0,0,0,1,45,0,0,0,0,-,tarjeta smart media 128mb mas adaptador ,Madrid,01/09/2020,26/09/2022,1/9/2022,1528,752
793,0,0,0,1,145,0,0,0,0,roland,módulo pianos roland p-330 ,Madrid,09/10/2021,26/09/2022,1/9/2022,972,779
794,0,0,0,1,100,0,0,0,0,-,soporte para teclado ,Madrid,2 semanas,19/10/2022,1/9/2022,208,612
795,0,0,0,1,490,0,0,0,0,alm busy ,akemie castle - circuits ,Cádiz,10/06/2022,09/09/2022,1/9/2022,468,719
796,0,0,0,1,650,0,0,0,0,micro,waldorf micro q keyboard ,A Coruña,16/04/2022,30/09/2022,1/9/2022,948,1091
797,0,0,0,1,600,0,0,0,0,kurzweil,kurzweil pc3 le8 ,Madrid,16/05/2021,13/09/2022,1/9/2022,1298,867
798,0,0,0,1,90,0,0,0,0,doepfer,doepfer a-142-2 vca dual con adsr y ducking ,Zaragoza,1 semana,29/09/2022,1/9/2022,130,1704
799,0,0,0,1,150,0,0,0,0,-,groovebox mc 303 ,Madrid,29/07/2022,14/09/2022,1/9/2022,354,1261
800,0,0,0,1,150,0,0,0,0,arturia,arturia beat step pro ,Barcelona,1 día,30/10/2022,1/9/2022,50,537
801,0,1,0,0,0,0,0,0,0,-,proteus 2000 máximo 200€ ,Madrid,17/07/2022,24/09/2022,1/9/2022,414,1451
802,0,1,0,0,0,0,0,0,0,arturia,arturia microbrute ,Córdoba,2 semanas,18/10/2022,1/9/2022,74,648
803,0,0,0,1,490,0,0,0,0,odyssey,korg arp odyssey ,Girona,12/11/2021,08/10/2022,1/9/2022,1088,637
804,0,0,0,1,300,0,0,0,0,akai,akai s3000xl ,Almería,01/07/2022,28/09/2022,1/9/2022,950,384
